sim rep samples read_depth fst_13 fst_23 ne_pop2 acc_pop32 acc_pop2 z_ind pop runtime_ref_z runtime_z
13 2 10 1 0.02078 0.0088 2.4388711 1 1 2.5049242 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.1943280 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.3993284 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.9487780 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 2.8307898 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.2278349 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 2.7138991 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.0723709 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.4577827 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.3212819 pop3 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 0.0797844 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.5678137 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 2.7226070 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 0.1258383 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 -0.6806339 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 2.8231757 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 0.3615319 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 2.6582479 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 0.1965536 pop2 42 20
13 2 10 1 0.02078 0.0088 2.4388711 1 1 0.0084472 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.3532294 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.3853583 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.4676435 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.5540379 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 2.7472709 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.7527692 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.1465446 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.7596007 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.0610883 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 2.8452275 pop3 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.3698610 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.3402198 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.6372744 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 -0.1880005 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.1414760 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 1.9852009 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.2948682 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.0903460 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 2.2304765 pop2 42 20
19 2 10 1 0.01673 0.00859 2.4331036 0.8 1 0.2438763 pop2 42 20
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.0382167 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.5590579 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.4893940 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -1.6267103 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.4349817 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.2382509 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.0049775 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -1.1326031 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.5772527 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 3.6369454 pop3 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.3069087 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.1822373 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.4802484 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.5119345 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.2844951 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.8445823 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.0689301 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.2790467 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 0.3678121 pop2 41 21
7 2 10 1 0.033 0.01765 2.393429 1 1 -0.2286336 pop2 41 21
20 2 10 5 0.01374 0.00897 7.275726 1 1 -3.4475639 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -0.1333295 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -1.5581775 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -0.6217016 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -2.1605766 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 0.4363056 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 1.2302126 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -1.5217001 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 0.2199377 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -2.3054079 pop3 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -0.2428748 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -2.3380742 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -0.2311701 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -2.4783842 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -2.0537803 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -1.0619809 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 1.1851807 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -1.6919578 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -1.6455145 pop2 51 26
20 2 10 5 0.01374 0.00897 7.275726 1 1 -0.2953400 pop2 51 26
8 2 10 5 0.03913 0.02013 7.071569 1 1 -2.0901159 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -5.0483125 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -5.1754835 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -5.2542677 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -5.9359876 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -2.7898988 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -1.7637219 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 0.4855594 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -3.9570703 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -3.3422255 pop3 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 0.7241710 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 2.1071195 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -1.7074925 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 0.1315728 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -0.5897082 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 0.1401746 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 0.0290625 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 2.0978659 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 0.5615834 pop2 50 25
8 2 10 5 0.03913 0.02013 7.071569 1 1 -3.0605694 pop2 50 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -2.2560523 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -4.0605219 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -1.7980509 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -3.5839976 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -1.4204856 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -4.0432797 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -0.8969795 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -2.6285267 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -1.5484303 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -3.3376765 pop3 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -2.0004940 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -2.3985245 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 0.8779686 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 1.1272564 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -3.0246494 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -0.6590547 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -1.8555512 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -3.0739583 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -1.0174542 pop2 51 25
14 2 10 5 0.02126 0.01147 7.188649 1 1 -0.5669723 pop2 51 25
15 1 50 1 0.02249 0.0114 17.276066 1 0.9 -0.7738278 pop3 209 20
15 1 50 1 0.02249 0.0114 17.276066 1 0.9 -0.6018180 pop3 209 20
