sim rep samples read_depth fst_13 fst_23 ne_pop2 acc_pop32 acc_pop2 z_ind pop runtime_ref_z runtime_z
25 3 10 1 0.00593 0.00654 2.4201245 0.6 0.6 1.6984979 pop2 41 20
25 3 10 1 0.00593 0.00654 2.4201245 0.6 0.6 -0.4279232 pop2 41 20
25 3 10 1 0.00593 0.00654 2.4201245 0.6 0.6 -0.9347862 pop2 41 20
2 3 10 5 0.54376 0.39126 5.270695 1 1 -22.1869245 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -27.9660062 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -26.3982437 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -25.1607708 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -22.8586704 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -26.9052056 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -27.6978046 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -23.2229790 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -25.5249119 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -25.9498176 pop3 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 0.4663416 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -0.9966525 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -0.9567662 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -0.1311591 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -0.3034562 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -1.2670493 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -0.8361390 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 0.0820899 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 -0.6764046 pop2 49 24
2 3 10 5 0.54376 0.39126 5.270695 1 1 0.1894345 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -1.1077211 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 0.3359513 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.9608056 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.4257383 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -1.0270799 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.5202263 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 0.0442500 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.4671369 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 2.9670975 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.9205722 pop3 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 0.4264388 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.8160002 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 0.0425417 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.0732250 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.5537083 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 2.3589451 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.5142639 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 0.2905898 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.6929810 pop2 49 24
37 2 10 1 0.00751 0.00255 2.452446 0.6 0.7 -0.0507184 pop2 49 24
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 0.6149315 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 1.5515586 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -2.3290127 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -1.4711052 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -0.9563045 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -2.1823073 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 0.3676903 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -1.0301421 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 0.3655554 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -0.2706102 pop3 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -1.2154673 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -0.0021755 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 0.6846787 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 3.6821549 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 1.2343243 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 1.3031680 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 3.0551366 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 -0.0640482 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 1.3884644 pop2 53 26
38 2 10 5 0.00785 0.0038 7.4287233 1 0.7 0.2859912 pop2 53 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 0.7726340 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -1.5757738 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.4374768 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.6544122 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 1.1628643 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.1263051 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.3209528 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.9852514 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 0.9902185 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 0.2564640 pop3 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.1875870 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.8955256 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 0.4824195 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.5807258 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -1.7633993 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.8283776 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.1102105 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -1.3333528 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -0.0482391 pop2 267 26
28 1 50 5 0.01111 0.00604 42.58569 1 1 -1.2637724 pop2 267 26
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -1.4563585 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -1.7265211 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -1.1827945 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.6665233 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.7395627 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.6766637 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.4564366 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.6822602 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -1.0144728 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.8721775 pop3 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.6410130 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 2.0380271 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.2237096 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 1.9566806 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.4907520 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.2240334 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.2009804 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.9063181 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.1685475 pop2 42 23
7 4 10 1 0.03719 0.01583 2.3998933 1 1 -0.6459310 pop2 42 23
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.7303076 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -1.6711656 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.4186115 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.7507926 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.0970342 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -2.0335962 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -0.8012658 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.0744188 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 1.0978181 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -0.1023273 pop3 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -1.6228820 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.4409741 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -0.8213783 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -0.3012256 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 1.6681544 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 1.2874839 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.7582221 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -0.6762936 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 -0.2917305 pop2 52 35
26 3 10 5 0.01312 0.00772 7.2709436 0.9 0.9 0.5279834 pop2 52 35
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.4963111 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.2215185 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.5544632 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -1.0634222 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 1.7182148 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -1.2628998 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.4952261 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.5309506 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.5221683 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.2089866 pop3 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.7781011 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 2.3856243 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.4019304 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.5093372 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.4582371 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 1.6382480 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.6721033 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.0020463 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 0.1080810 pop2 42 20
13 4 10 1 0.02348 0.00956 2.4195852 1 1 -0.0188256 pop2 42 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.7356809 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.8021046 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.2162316 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.0451342 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 3.6718927 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 2.3408283 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.0644055 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 3.3951265 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.8406393 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -1.1521090 pop3 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.3259104 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.9309920 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 3.5537975 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.2792557 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.2079475 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.5112857 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.6744935 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.4601396 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 0.2687806 pop2 43 20
19 4 10 1 0.01511 0.00822 2.4401834 0.9 0.8 -0.0114340 pop2 43 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.7063469 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -1.7231544 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.7683182 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -1.0963351 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.9503363 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -1.5940408 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -1.4402947 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 2.3836401 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -1.1607764 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 2.4810577 pop3 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.8468876 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 0.1408204 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.7812534 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.7980173 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.2325565 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.7963858 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 2.5359099 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.6690981 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 0.0221837 pop2 424 20
11 1 100 1 0.03883 0.01915 35.405624 1 1 -0.7240827 pop2 424 20
17 1 100 1 0.02193 0.01068 35.847046 1 1 -1.3232217 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.4024875 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.4245940 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.5963857 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -1.2414089 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.5135622 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.8158743 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.3715022 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -1.3036912 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.3377631 pop3 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 0.0673303 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.1876720 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.1821825 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.7856014 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -1.2376028 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -1.2869368 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.0252260 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.7208769 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.9466705 pop2 438 21
17 1 100 1 0.02193 0.01068 35.847046 1 1 -0.9049075 pop2 438 21
31 2 10 1 0.00893 0.00315 2.454733 1 1 -0.0959341 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 0.0732831 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 1.1540491 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 0.9859367 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 8.1570627 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 1.4363760 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 1.7766311 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 -1.7347720 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 8.9788235 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 8.6964274 pop3 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 0.9438484 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 0.0350423 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 1.6401292 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 8.9936569 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 1.2523946 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 -0.2246912 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 8.8726751 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 1.8100027 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 -1.0464257 pop2 55 28
31 2 10 1 0.00893 0.00315 2.454733 1 1 -1.0045409 pop2 55 28
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.1449736 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.5808280 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.6659506 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -2.1943522 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 0.6483668 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -1.6045025 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -2.1523498 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -2.3744847 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -1.1253339 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.7399968 pop3 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -2.1871539 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -1.1492823 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -2.1263125 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.3539136 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.2378806 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 0.1752943 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 0.5943721 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -1.7940529 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 0.1383266 pop2 67 32
32 2 10 5 0.00808 0.00412 7.2659025 0.8 1 -0.2894453 pop2 67 32
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.6992241 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.1091051 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 1.4975519 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.2388069 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.1965040 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -1.0498951 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.1704098 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 0.0125258 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 2.6919940 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.1949702 pop3 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.0830690 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 0.0224806 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.7363832 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.8725327 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -1.1226982 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.0539510 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 0.0400578 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.8035545 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.0897644 pop2 205 20
39 1 50 1 0.00853 0.00468 17.526442 1 1 -0.1832589 pop2 205 20
33 1 50 1 0.00919 0.00493 17.486492 1 1 1.6744114 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -1.0814753 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.7682272 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.9681767 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -1.0006236 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.9286374 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.8938285 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.4905707 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.2558473 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.3312902 pop3 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.3655112 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.2882127 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.2360531 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.2660485 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.0428631 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.7135727 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -1.0629024 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 -0.0210314 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 0.1135165 pop2 250 25
33 1 50 1 0.00919 0.00493 17.486492 1 1 0.0081897 pop2 250 25
12 1 100 5 0.03708 0.01749 84.86818 1 1 -2.6147812 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -1.4107840 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -0.0458947 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -1.6198524 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -2.5354416 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -0.5279201 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -2.7344811 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 0.9965672 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -6.5359469 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -0.8251653 pop3 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 0.5015097 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 0.6286685 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 0.2987107 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -0.2558913 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -1.3626447 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -1.3917992 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -2.3840662 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 0.7463925 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 0.6839357 pop2 485 24
12 1 100 5 0.03708 0.01749 84.86818 1 1 -1.1510705 pop2 485 24
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 -0.4519163 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.2391140 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 -0.5800614 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.4490134 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.2354389 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.0473035 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 3.5400989 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.3194205 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.3921757 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.2041314 pop3 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 -0.1884590 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.6534402 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.9679624 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 -0.0802697 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 -0.2723247 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 -0.3054546 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 2.7298683 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.3980920 pop2 38 19
43 1 10 1 0.00721 0.00379 2.4477901 1 0.8 0.1818804 pop2 38 19
