sim rep samples_pop1 samples_pop2 read_depth fst ne_pop1 acc_pop1 ne_pop2 acc_pop2
85 5 10 50 1 0.00585 2.3693464 0 17.726177 1
51 5 100 50 10 0.01098 96.96789 0.99 47.47422 0.98
73 4 100 10 1 0.00675 36.31209 1 2.365867 0
54 4 100 100 10 0.01103 96.79167 1 96.83184 0.99
111 4 10 10 10 0.00331 8.555895 0.7 8.571021 0.7
117 1 10 100 10 0.00798 8.010489 0.3 97.04572 1
62 5 10 100 5 0.00558 6.9649463 0.1 85.71391 1
53 4 100 100 5 0.01146 85.00899 0.99 85.07927 1
110 4 10 10 5 0.00406 7.4024568 0.5 7.4111543 0.9
115 1 10 100 1 0.00695 2.3449852 0 36.32496 1
107 1 100 100 5 0.00467 85.49562 0.98 85.51068 0.96
109 4 10 10 1 0.00543 2.369966 0.7 2.3607602 1
89 3 10 100 5 0.00566 7.0036874 0.1 85.70501 1
116 1 10 100 5 0.0033 7.0752745 0 85.68747 1
69 5 50 50 10 0.007 48.10074 0.96 48.158424 0.96
91 4 50 10 1 0.00745 17.715797 1 2.3608336 0.1
101 2 100 10 5 0.00529 85.74362 1 7.0935073 0.1
102 2 100 10 10 0.00641 97.02826 1 8.10763 0.1
108 1 100 100 10 0.00564 96.94223 0.98 96.95387 0.97
106 1 100 100 1 0.00585 36.009323 0.98 35.936996 0.98
50 5 100 50 5 0.01117 85.5495 1 41.57272 0.98
86 5 10 50 5 0.00513 7.158726 0.4 42.783474 0.98
87 4 10 50 10 0.00487 8.060472 0.2 48.512474 1
121 1 50 50 1 0.00496 17.45386 0.88 17.49439 0.98
93 4 50 10 10 0.00358 48.49471 0.98 8.311723 0.2
96 3 50 50 10 0.00662 48.348583 0.98 48.26898 1
119 2 50 10 5 0.00359 42.811436 1 7.1896462 0.3
95 3 50 50 5 0.00451 42.564495 0.94 42.610714 0.96
26 5 100 100 5 0.02194 83.50258 1 84.03932 0.99
113 2 10 50 5 0.00506 7.0888805 0.1 42.78752 1
118 2 50 10 1 0.00312 17.729063 1 2.388072 0
114 2 10 50 10 0.00512 8.147114 0.3 48.50375 0.98
111 5 10 10 10 0.0035 8.502115 0.8 8.54935 0.8
110 5 10 10 5 0.00201 7.389662 0.5 7.309403 0.7
61 4 10 100 1 0.00858 2.322964 0 36.30739 1
109 5 10 10 1 0.00326 2.3824508 0.5 2.3819017 0.8
97 2 50 100 1 0.00565 17.240395 0.82 36.200417 1
75 4 100 10 10 0.00881 97.04255 1 7.830261 0.4
99 2 50 100 10 0.00594 48.013603 0.94 97.00813 0.99
74 4 100 10 5 0.00602 85.68625 0.99 6.998721 0.2
88 3 10 100 1 0.00469 2.3826318 0 36.326508 1
92 5 50 10 5 0.00807 42.784885 1 6.98292 0.6
71 4 50 100 5 0.00767 42.111084 0.98 85.61635 0.99
120 2 50 10 10 0.00463 48.522797 1 8.167179 0.4
90 3 10 100 10 0.0052 8.071643 0 97.03837 0.99
112 3 10 50 1 0.00372 2.383893 0 17.709515 1
123 1 50 50 10 0.0045 48.435295 0.92 48.412426 0.88
63 5 10 100 10 0.00778 7.9599934 0.3 97.0347 1
122 1 50 50 5 0.00422 42.642544 0.98 42.56351 0.92
94 3 50 50 1 0.00605 17.434904 0.94 17.472404 1
76 4 100 50 1 0.00937 36.085438 1 16.973883 0.96
98 2 50 100 5 0.0062 42.121544 0.96 85.66375 0.98
91 5 50 10 1 0.00629 17.70381 1 2.3573916 0
103 2 100 50 1 0.00567 36.153114 1 17.22639 0.8
136 1 10 10 1 0.00122 2.404983 0.4 2.3934598 0.7
119 3 50 10 5 0.00537 42.790596 1 7.070053 0.1
77 4 100 50 5 0.00731 85.63651 1 41.90886 0.96
93 5 50 10 10 0.00732 48.4921 1 7.9476705 0.2
104 2 100 50 5 0.00628 85.59249 1 42.122536 0.96
87 5 10 50 10 0.00646 8.02511 0.4 48.477585 1
52 5 100 100 1 0.01168 35.625336 1 35.60206 1
113 3 10 50 5 0.00787 7.0431523 0.5 42.825184 1
127 1 100 10 1 0.00335 36.311813 1 2.4165478 0
100 3 100 10 1 0.00463 36.30831 1 2.3744376 0
138 1 10 10 10 0.00243 8.619199 0.6 8.600514 0.9
73 5 100 10 1 0.00806 36.332535 1 2.3219707 0
125 1 50 100 5 0.00628 42.17413 0.92 85.57336 0.99
137 1 10 10 5 0.0035 7.3157096 0.8 7.3752418 0.5
102 3 100 10 10 0.00545 97.04265 1 8.101945 0.1
101 3 100 10 5 0.00716 85.72146 1 6.9344287 0.4
118 3 50 10 1 0.00387 17.719269 1 2.3712952 0
126 1 50 100 10 0.00397 48.23539 0.82 97.02231 0.98
115 2 10 100 1 0.00336 2.3878849 0 36.337986 1
114 3 10 50 10 0.00543 8.1839 0.2 48.50879 1
89 4 10 100 5 0.00431 7.056361 0.1 85.71119 1
117 2 10 100 10 0.00514 8.160463 0 97.03643 1
121 2 50 50 1 0.00549 17.48502 0.98 17.475891 0.92
96 4 50 50 10 0.00442 48.325756 0.94 48.295357 0.94
116 2 10 100 5 0.00396 7.029303 0 85.72117 1
78 4 100 50 10 0.00805 97.01661 0.97 47.76567 0.98
128 1 100 10 5 0.00558 85.70628 1 7.024843 0.1
72 4 50 100 10 0.00707 47.88102 0.94 96.9985 0.98
129 1 100 10 10 0.00484 97.03161 1 8.068701 0.1
105 2 100 50 10 0.00574 97.00544 0.99 48.08165 0.94
124 1 50 100 1 0.005 17.294657 0.7 36.2185 1
131 1 100 50 5 0.00449 85.61695 0.99 42.259235 0.9
95 4 50 50 5 0.00492 42.55245 0.98 42.592155 0.94
136 2 10 10 1 0.00184 2.383912 0.6 2.3687959 0.8
81 3 100 100 10 0.00704 96.87076 0.99 96.91256 1
80 3 100 100 5 0.00764 85.24871 0.99 85.37919 0.99
140 1 10 50 5 0.0037 7.177469 0.1 42.810783 1
139 1 10 50 1 0.00605 2.3754725 0 17.712784 1
70 4 50 100 1 0.00779 17.07923 0.88 36.127556 0.98
120 3 50 10 10 0.00417 48.51388 0.98 8.171672 0.2
130 1 100 50 1 0.00394 36.21284 1 17.340399 0.68
138 2 10 10 10 0.00555 8.459123 0.8 8.482115 1
132 1 100 50 10 0.00458 97.00672 0.98 48.103596 0.92
112 4 10 50 1 0.00404 2.3764298 0 17.70428 1
137 2 10 10 5 0.00042 7.414654 0.3 7.4956193 0.5
54 5 100 100 10 0.0101 96.75817 0.99 96.80512 0.99
119 4 50 10 5 0.00573 42.822594 1 7.1242833 0.4
53 5 100 100 5 0.01016 85.05097 1 85.17889 1
123 2 50 50 10 0.00595 48.330254 0.92 48.26428 0.98
74 5 100 10 5 0.00613 85.73312 1 6.9631305 0
75 5 100 10 10 0.00742 97.0392 1 7.9445415 0.5
113 4 10 50 5 0.00262 7.145109 0 42.834286 1
107 2 100 100 5 0.00549 85.51294 0.98 85.50949 0.98
88 4 10 100 1 0.00748 2.3611133 0 36.30747 1
122 2 50 50 5 0.00502 42.4682 0.98 42.553524 0.96
108 2 100 100 10 0.00533 96.97858 0.96 96.95244 0.97
138 3 10 10 10 0.00516 8.442871 0.9 8.414667 1
106 2 100 100 1 0.00641 36.009274 0.99 35.94687 0.99
79 3 100 100 1 0.00732 35.838276 0.99 35.890556 0.97
136 3 10 10 1 0.00126 2.397736 0.4 2.3804479 0.7
118 4 50 10 1 0.00426 17.73734 1 2.3696752 0
114 4 10 50 10 0.00392 8.170413 0.1 48.51054 1
133 1 100 100 1 0.005 36.02411 0.97 36.082726 0.97
90 4 10 100 10 0.00466 8.104643 0.1 97.04458 1
141 1 10 50 10 0.00337 8.28449 0.2 48.498745 1
99 3 50 100 10 0.00664 48.037483 0.94 96.9987 0.99
134 1 100 100 5 0.00451 85.51335 0.95 85.51062 0.98
137 3 10 10 5 0.00406 7.351415 0.8 7.3346257 0.8
61 5 10 100 1 0.00892 2.3177917 0 36.31082 1
71 5 50 100 5 0.00724 42.04779 0.96 85.58985 0.98
94 4 50 50 1 0.00547 17.481033 0.96 17.425632 0.92
97 3 50 100 1 0.00629 17.172045 0.82 36.15475 0.99
127 2 100 10 1 0.00434 36.291794 1 2.3931377 0
139 2 10 50 1 0.00466 2.3766685 0 17.699045 1
140 2 10 50 5 0.00199 7.1533036 0 42.82732 1
96 5 50 50 10 0.0062 48.29777 0.98 48.17062 0.96
102 4 100 10 10 0.00622 97.04013 1 7.987961 0.2
76 5 100 50 1 0.00715 36.15511 0.98 17.1173 0.86
101 4 100 10 5 0.00614 85.67887 1 6.9343815 0
120 4 50 10 10 0.00571 48.509586 1 8.100638 0.2
103 3 100 50 1 0.00595 36.182198 0.99 17.213137 0.8
145 1 50 10 1 0.00547 17.730865 1 2.3747807 0
121 3 50 50 1 0.00507 17.46429 0.94 17.495272 0.94
100 4 100 10 1 0.00596 36.291656 1 2.3544974 0
135 1 100 100 10 0.00468 96.98707 0.94 96.96028 0.94
147 1 50 10 10 0.00463 48.518135 1 8.174962 0.3
138 4 10 10 10 0.00402 8.442395 0.8 8.515176 0.7
104 3 100 50 5 0.00599 85.52585 1 42.119896 0.96
112 5 10 50 1 0.00498 2.3713279 0 17.710386 1
144 1 10 100 10 0.003 8.349202 0 97.0305 1
115 3 10 100 1 0.00463 2.404889 0 36.309246 1
146 1 50 10 5 0.00285 42.770306 1 7.241869 0.1
117 3 10 100 10 0.00475 8.21186 0.2 97.04126 1
89 5 10 100 5 0.00505 7.056964 0 85.71788 1
116 3 10 100 5 0.0053 7.1334305 0 85.74005 1
119 5 50 10 5 0.00392 42.766457 1 7.1834188 0.1
77 5 100 50 5 0.00895 85.56666 0.99 42.0176 0.96
143 1 10 100 5 0.00411 7.147553 0 85.74956 1
137 4 10 10 5 0.00324 7.33924 0.8 7.356445 0.5
128 2 100 10 5 0.00461 85.69903 1 7.136732 0.1
95 5 50 50 5 0.00495 42.52602 0.96 42.569633 0.94
136 4 10 10 1 0.00355 2.3588698 0.7 2.362692 0.9
142 1 10 100 1 0.00224 2.433295 0 36.308105 1
125 2 50 100 5 0.00547 42.39479 0.9 85.64913 0.99
129 2 100 10 10 0.00518 97.03203 1 8.2121525 0
113 5 10 50 5 0.00593 7.087222 0.3 42.781265 1
98 3 50 100 5 0.00446 42.38665 0.86 85.69614 0.99
126 2 50 100 10 0.00429 48.259457 0.82 97.00967 0.99
118 5 50 10 1 0.00348 17.72086 1 2.4022288 0
131 2 100 50 5 0.00487 85.64898 0.98 42.321545 0.88
78 5 100 50 10 0.00625 97.00583 0.98 47.98863 0.92
138 5 10 10 10 0.00702 8.377258 0.8 8.392771 1
141 2 10 50 10 0.00537 8.109698 0.4 48.4982 1
114 5 10 50 10 0.0079 7.975716 0.2 48.510456 1
72 5 50 100 10 0.00755 48.0248 0.94 96.99322 0.99
123 3 50 50 10 0.00506 48.40177 0.96 48.4195 0.96
105 3 100 50 10 0.00478 97.02487 0.97 48.166775 0.88
148 1 50 50 1 0.00385 17.498606 0.92 17.508873 0.96
137 5 10 10 5 0.00503 7.320588 0.8 7.402455 0.7
139 3 10 50 1 0.00351 2.4021542 0 17.730133 1
140 3 10 50 5 0.00387 7.136456 0 42.803936 1
122 3 50 50 5 0.00556 42.56121 1 42.50128 1
149 1 50 50 5 0.00398 42.629253 0.9 42.620113 0.92
132 2 100 50 10 0.00439 97.03387 0.99 48.249405 0.82
130 2 100 50 1 0.00305 36.239513 0.99 17.397057 0.44
124 2 50 100 1 0.00396 17.369373 0.54 36.232708 1
145 2 50 10 1 0.00191 17.738138 1 2.3954272 0
136 5 10 10 1 0.00305 2.3804297 0.6 2.3685005 0.6
120 5 50 10 10 0.00411 48.518887 1 8.187218 0.1
70 5 50 100 1 0.00654 17.113964 0.86 36.14161 1
147 2 50 10 10 0.00535 48.506485 1 8.110522 0.4
146 2 50 10 5 0.00471 42.84066 1 7.159567 0.1
88 5 10 100 1 0.00612 2.3794003 0 36.30973 1
127 3 100 10 1 0.00499 36.306614 1 2.3828154 0
90 5 10 100 10 0.00471 8.084888 0.1 97.01944 1
163 1 10 10 1 0.00386 2.3653243 0.7 2.3865056 0.8
150 1 50 50 10 0.00347 48.429775 0.9 48.435776 0.9
164 1 10 10 5 0.00334 7.3267527 0.9 7.366693 0.5
165 1 10 10 10 0.00064 8.724588 0.5 8.593377 0.7
102 5 100 10 10 0.00463 97.03811 1 8.105244 0.1
81 4 100 100 10 0.00782 96.91789 1 96.77537 0.97
101 5 100 10 5 0.00631 85.77537 1 6.9868894 0.2
121 4 50 50 1 0.00551 17.444317 0.96 17.451075 0.94
80 4 100 100 5 0.00812 85.34516 1 85.28893 0.99
94 5 50 50 1 0.00716 17.374802 1 17.400795 0.98
99 4 50 100 10 0.00604 48.078575 0.94 97.01974 0.98
144 2 10 100 10 0.00274 8.238783 0.1 97.02858 1
100 5 100 10 1 0.00747 36.30029 1 2.360726 0.1
141 3 10 50 10 0.00355 8.295574 0.2 48.519863 1
115 4 10 100 1 0.00401 2.3640444 0 36.303177 1
167 1 10 50 5 0.00402 7.0844526 0.2 42.797653 1
166 1 10 50 1 0.00364 2.406228 0 17.721596 1
143 2 10 100 5 0.00549 7.0208044 0 85.6947 1
116 4 10 100 5 0.00629 7.0043864 0.2 85.66869 1
154 1 100 10 1 0.00174 36.33036 1 2.4064946 0
156 1 100 10 10 0.00273 97.0313 1 8.174394 0
133 2 100 100 1 0.00487 36.033607 0.96 36.03224 0.96
117 4 10 100 10 0.00455 8.084703 0.4 97.02039 1
107 3 100 100 5 0.00518 85.51541 0.96 85.60841 0.96
134 2 100 100 5 0.0041 85.52726 0.95 85.50626 0.96
168 1 10 50 10 0.00462 8.198644 0.3 48.506676 1
139 4 10 50 1 0.00488 2.3866506 0 17.72047 1
140 4 10 50 5 0.00381 7.152951 0.2 42.79121 1
163 2 10 10 1 0.00011 2.3726003 0.2 2.4056559 0.5
97 4 50 100 1 0.00495 17.248638 0.8 36.19492 0.98
164 2 10 10 5 0.00585 7.3160505 0.9 7.373152 0.7
108 3 100 100 10 0.00625 96.96053 0.97 96.94409 0.96
128 3 100 10 5 0.00574 85.74499 1 7.0600204 0.2
165 2 10 10 10 0.00211 8.604225 0.6 8.491597 0.5
145 3 50 10 1 0.00367 17.74976 1 2.3937948 0
104 4 100 50 5 0.00452 85.61637 0.98 42.40903 0.76
103 4 100 50 1 0.00615 36.16689 1 17.137537 0.86
155 1 100 10 5 0.00588 85.72812 1 7.048933 0.2
106 3 100 100 1 0.00601 35.932274 0.96 35.988056 0.98
151 1 50 100 1 0.0036 17.367477 0.54 36.222843 0.97
142 2 10 100 1 0.00491 2.385806 0 36.34477 1
148 2 50 50 1 0.00371 17.521246 0.82 17.553864 0.96
147 3 50 10 10 0.00487 48.505047 1 8.201584 0.3
129 3 100 10 10 0.00378 97.03079 1 8.1998825 0.2
123 4 50 50 10 0.00546 48.41608 0.94 48.2713 0.96
172 1 50 10 1 0.00393 17.685072 1 2.3927267 0
157 1 100 50 1 0.00504 36.231937 0.99 17.334955 0.72
158 1 100 50 5 0.00463 85.63493 0.99 42.34619 0.88
152 1 50 100 5 0.00384 42.480556 0.82 85.65735 0.98
174 1 50 10 10 0.00445 48.517845 1 8.2737665 0.2
125 3 50 100 5 0.00486 42.283825 0.82 85.658 0.97
146 3 50 10 5 0.00484 42.76916 1 7.126211 0.2
153 1 50 100 10 0.00348 48.396255 0.76 97.0258 0.97
159 1 100 50 10 0.00426 97.01742 0.98 48.097263 0.74
149 2 50 50 5 0.00414 42.602596 0.94 42.63747 0.92
169 1 10 100 1 0.00418 2.3963096 0 36.325592 1
122 4 50 50 5 0.00438 42.528954 0.94 42.633274 0.96
131 3 100 50 5 0.00536 85.61186 0.99 42.25769 0.92
79 4 100 100 1 0.00821 35.878304 0.97 35.863342 0.98
126 3 50 100 10 0.00445 48.23606 0.86 96.97676 0.99
163 3 10 10 1 0.00503 2.377234 0.6 2.3887565 0.8
164 3 10 10 5 0.00373 7.3910494 0.5 7.3490186 0.6
165 3 10 10 10 0.00493 8.516068 1 8.571118 0.9
127 4 100 10 1 0.00162 36.31775 1 2.4247406 0
167 2 10 50 5 0.00363 7.17688 0.1 42.805485 1
150 2 50 50 10 0.00367 48.45465 0.84 48.434303 0.96
141 4 10 50 10 0.00493 8.196461 0.1 48.50952 0.98
170 1 10 100 5 0.00375 7.1247973 0.2 85.71525 1
173 1 50 10 5 0.00358 42.8169 1 7.193907 0.1
135 2 100 100 10 0.00458 96.99218 0.94 96.94975 0.97
166 2 10 50 1 0.00568 2.3717456 0 17.716028 1
175 1 50 50 1 0.00423 17.48639 0.92 17.507868 0.94
171 1 10 100 10 0.00412 8.190625 0.2 97.01672 1
105 4 100 50 10 0.00693 97.01894 1 48.070015 0.94
139 5 10 50 1 0.00273 2.399117 0 17.722984 1
132 3 100 50 10 0.00446 97.00519 0.99 48.16131 0.84
161 1 100 100 5 0.0036 85.55557 0.93 85.54659 0.91
121 5 50 50 1 0.00573 17.449507 1 17.493477 0.96
98 4 50 100 5 0.00566 42.22229 0.9 85.67251 0.99
177 1 50 50 10 0.0026 48.398495 0.9 48.457695 0.92
140 5 10 50 5 0.00249 7.1490726 0 42.813194 1
130 3 100 50 1 0.00529 36.182823 1 17.31644 0.7
176 1 50 50 5 0.00282 42.636295 0.9 42.71711 0.86
160 1 100 100 1 0.00386 36.106735 0.91 36.085735 0.95
168 2 10 50 10 0.0032 8.296038 0.1 48.499126 0.98
145 4 50 10 1 0.00415 17.723698 1 2.3987718 0
162 1 100 100 10 0.00445 96.96629 0.96 96.9991 0.96
163 4 10 10 1 0.00732 2.3709178 0.8 2.3757346 0.9
147 4 50 10 10 0.00382 48.519135 1 8.242428 0.1
164 4 10 10 5 0.00247 7.3476605 0.8 7.3483505 0.6
144 3 10 100 10 0.00303 8.151207 0 97.02585 1
172 2 50 10 1 0.00222 17.702488 1 2.3908863 0
165 4 10 10 10 0.00384 8.4711895 0.6 8.488014 0.7
124 3 50 100 1 0.00449 17.330818 0.68 36.241238 1
115 5 10 100 1 0.00505 2.3780851 0 36.31755 1
156 2 100 10 10 0.00335 97.02271 1 8.318284 0.2
146 4 50 10 5 0.00189 42.81662 0.98 7.180059 0.1
174 2 50 10 10 0.00434 48.513737 1 8.174333 0.3
148 3 50 50 1 0.00445 17.480913 0.92 17.485098 0.98
143 3 10 100 5 0.00398 7.122801 0 85.67021 1
116 5 10 100 5 0.00323 7.1178594 0 85.68467 1
117 5 10 100 10 0.00323 8.257402 0.1 97.03514 1
154 2 100 10 1 0.00231 36.32073 1 2.389892 0
99 5 50 100 10 0.00566 48.0776 0.98 96.97556 0.98
128 4 100 10 5 0.00388 85.71458 1 7.0765676 0.1
167 3 10 50 5 0.00254 7.2042975 0 42.844334 1
123 5 50 50 10 0.0041 48.40039 0.94 48.37048 0.96
163 5 10 10 1 0.00374 2.3855906 0.7 2.3761299 0.9
180 1 50 100 10 0.00279 48.37527 0.68 97.01097 0.95
164 5 10 10 5 0.00417 7.40914 0.7 7.2968087 0.8
141 5 10 50 10 0.00458 8.183298 0.5 48.514145 1
178 1 50 100 1 0.004 17.316538 0.66 36.227306 0.98
165 5 10 10 10 0.00649 8.439098 1 8.396496 0.9
149 3 50 50 5 0.00353 42.645924 0.96 42.65343 0.88
142 3 10 100 1 0.00328 2.3974988 0 36.319103 1
179 1 50 100 5 0.00239 42.588985 0.68 85.64635 0.96
166 3 10 50 1 0.00162 2.4235911 0 17.751553 1
104 5 100 50 5 0.00644 85.5223 0.98 42.21564 0.94
129 4 100 10 10 0.00371 97.042 1 8.164254 0.3
122 5 50 50 5 0.00554 42.497944 0.96 42.56247 0.92
81 5 100 100 10 0.00716 96.86877 0.97 96.85234 0.98
145 5 50 10 1 0.0045 17.71073 1 2.3799775 0
169 2 10 100 1 0.00464 2.3808403 0 36.28977 1
103 5 100 50 1 0.00574 36.200603 1 17.26794 0.72
181 1 100 10 1 0.00293 36.32135 1 2.4276996 0
155 2 100 10 5 0.00362 85.70653 1 7.134746 0
182 1 100 10 5 0.00131 85.70499 1 7.231845 0
133 3 100 100 1 0.00466 36.03517 0.97 36.04778 0.96
168 3 10 50 10 0.00474 8.140511 0.3 48.51412 1
150 3 50 50 10 0.00351 48.421406 0.84 48.462505 0.88
127 5 100 10 1 0.00454 36.295963 1 2.3703752 0
151 2 50 100 1 0.00391 17.358624 0.58 36.20303 0.99
134 3 100 100 5 0.00481 85.4683 0.96 85.56459 0.92
157 2 100 50 1 0.0039 36.22795 1 17.377983 0.6
97 5 50 100 1 0.00522 17.20692 0.8 36.188553 1
80 5 100 100 5 0.00711 85.41966 0.98 85.48311 0.98
158 2 100 50 5 0.00377 85.66787 0.99 42.46639 0.74
147 5 50 10 10 0.00361 48.509075 1 8.268152 0.2
125 4 50 100 5 0.00499 42.318386 0.86 85.64141 0.98
173 2 50 10 5 0.0019 42.794685 1 7.2590976 0.2
172 3 50 10 1 0.00355 17.715832 1 2.3796432 0
131 4 100 50 5 0.0049 85.6869 1 42.40205 0.84
177 2 50 50 10 0.00301 48.39668 0.84 48.441406 0.88
159 2 100 50 10 0.00551 97.01115 0.98 48.250607 0.92
107 4 100 100 5 0.00568 85.51079 0.96 85.46752 0.94
176 2 50 50 5 0.00267 42.67673 0.86 42.67828 0.92
183 1 100 10 10 0.00182 97.03537 1 8.270521 0
170 2 10 100 5 0.00305 7.1865783 0 85.7039 1
108 4 100 100 10 0.00562 96.96583 0.99 96.93826 0.97
152 2 50 100 5 0.00388 42.367996 0.84 85.68158 0.99
171 2 10 100 10 0.00461 8.11359 0.1 97.04639 1
146 5 50 10 5 0.00228 42.84156 1 7.269594 0.1
174 3 50 10 10 0.00283 48.510246 1 8.229802 0.3
126 4 50 100 10 0.00431 48.23549 0.88 97.01697 0.99
175 2 50 50 1 0.00328 17.530752 0.84 17.576952 0.98
191 1 10 10 5 0.00077 7.4176 0.6 7.340527 0.6
192 1 10 10 10 0.00239 8.584625 0.5 8.538615 0.5
190 1 10 10 1 0.0037 2.3849 0.6 2.361417 0.8
106 4 100 100 1 0.00581 36.054367 0.98 36.03652 0.98
153 2 50 100 10 0.00399 48.197624 0.82 97.01705 0.95
167 4 10 50 5 0.00199 7.281623 0 42.808056 1
148 4 50 50 1 0.00391 17.528366 0.92 17.504898 0.92
144 4 10 100 10 0.00245 8.21536 0 97.03166 1
156 3 100 10 10 0.00313 97.03674 1 8.284899 0
184 1 100 50 1 0.00342 36.26223 0.99 17.420826 0.44
166 4 10 50 1 0.00278 2.3956335 0 17.735338 1
132 4 100 50 10 0.00431 97.00843 0.98 48.348476 0.82
130 4 100 50 1 0.00504 36.16763 1 17.282427 0.74
105 5 100 50 10 0.00595 97.01268 1 47.955425 0.96
200 1 50 10 5 0.00218 42.84509 1 7.2548237 0.1
143 4 10 100 5 0.00386 7.177972 0 85.71531 1
193 1 10 50 1 0.00168 2.4331632 0 17.720312 1
199 1 50 10 1 0.0031 17.735312 1 2.4180574 0
201 1 50 10 10 0.00356 48.5027 1 8.244834 0
195 1 10 50 10 0.00095 8.346583 0 48.519154 1
194 1 10 50 5 0.00351 7.106903 0 42.83198 1
185 1 100 50 5 0.0028 85.70298 0.98 42.51194 0.68
191 2 10 10 5 0.00604 7.3754954 0.8 7.3033857 1
168 4 10 50 10 0.00184 8.301945 0 48.509056 1
192 2 10 10 10 0.00106 8.642609 0.4 8.694833 0.6
190 2 10 10 1 0.00746 2.3490665 0.6 2.3764105 0.9
186 1 100 50 10 0.00367 97.0236 0.98 48.30013 0.84
149 4 50 50 5 0.00453 42.555134 0.96 42.600334 0.92
172 4 50 10 1 0.00341 17.705248 1 2.3991208 0
128 5 100 10 5 0.00413 85.71327 1 7.1306305 0
98 5 50 100 5 0.00646 42.17535 0.88 85.6504 0.99
79 5 100 100 1 0.00683 35.860912 0.99 35.871796 0.97
150 4 50 50 10 0.00348 48.394215 0.92 48.41957 0.92
154 3 100 10 1 0.00359 36.30177 1 2.4117436 0
161 2 100 100 5 0.00418 85.55705 0.97 85.6124 0.9
202 1 50 50 1 0.00385 17.492737 0.94 17.554638 0.92
135 3 100 100 10 0.004 96.99094 0.98 96.98724 0.97
197 1 10 100 5 0.0044 7.200926 0 85.73264 1
198 1 10 100 10 0.00299 8.25347 0 97.04557 1
124 4 50 100 1 0.00421 17.354553 0.62 36.219246 1
169 3 10 100 1 0.00295 2.3908389 0 36.305393 1
196 1 10 100 1 0.00365 2.4079525 0 36.30848 1
174 4 50 10 10 0.00501 48.494556 1 8.101394 0.3
129 5 100 10 10 0.0051 97.02977 1 8.10279 0.2
160 2 100 100 1 0.00427 36.077866 0.95 36.040524 0.92
142 4 10 100 1 0.00468 2.3770826 0 36.33377 1
167 5 10 50 5 0.00445 7.187445 0.1 42.824776 0.98
177 3 50 50 10 0.00251 48.45702 0.88 48.429554 0.9
182 2 100 10 5 0.00172 85.72321 1 7.2116733 0
176 3 50 50 5 0.00304 42.69062 0.9 42.71248 0.88
203 1 50 50 5 0.00301 42.69348 0.9 42.589893 0.92
191 3 10 10 5 0.00714 7.3481827 0.9 7.341232 0.9
192 3 10 10 10 0.0021 8.604164 0.5 8.558787 0.8
204 1 50 50 10 0.00245 48.416965 0.84 48.457294 0.86
162 2 100 100 10 0.00361 96.96768 0.92 97.02714 0.9
190 3 10 10 1 0.00175 2.3760626 0.5 2.4043465 0.7
183 2 100 10 10 0.00372 97.03781 0.99 8.174382 0.1
166 5 10 50 1 0.0021 2.4095106 0 17.723547 1
180 2 50 100 10 0.00359 48.363014 0.8 97.03072 0.95
173 3 50 10 5 0.00495 42.78677 1 7.153416 0.4
170 3 10 100 5 0.00245 7.2647433 0 85.68584 1
178 2 50 100 1 0.00265 17.468945 0.46 36.237984 1
181 2 100 10 1 0.00307 36.347694 1 2.4147656 0
148 5 50 50 1 0.00343 17.535906 0.9 17.557755 0.88
193 2 10 50 1 0.00226 2.4015198 0 17.753262 1
187 1 100 100 1 0.00295 36.12099 0.85 36.136528 0.91
208 1 100 10 1 0.00527 36.30893 1 2.4118052 0
157 3 100 50 1 0.00383 36.26229 1 17.395554 0.6
199 2 50 10 1 0.00157 17.72231 1 2.4383028 0
171 3 10 100 10 0.00314 8.211156 0.2 97.0289 1
200 2 50 10 5 0.00394 42.792156 1 7.1811595 0.2
155 3 100 10 5 0.00372 85.66204 1 7.1931224 0.2
201 2 50 10 10 0.00488 48.50423 1 8.218515 0.2
194 2 10 50 5 0.00358 7.1347036 0.2 42.79236 1
195 2 10 50 10 0.00391 8.272108 0 48.510857 1
179 2 50 100 5 0.00352 42.49642 0.74 85.69103 0.97
131 5 100 50 5 0.00425 85.67132 0.97 42.3874 0.84
158 3 100 50 5 0.00339 85.65233 0.99 42.50669 0.76
151 3 50 100 1 0.0042 17.386148 0.6 36.222565 0.99
125 5 50 100 5 0.0049 42.39016 0.88 85.66492 0.99
175 3 50 50 1 0.0022 17.611763 0.8 17.549574 0.76
188 1 100 100 5 0.00311 85.55574 0.94 85.54394 0.92
156 4 100 10 10 0.00562 97.04157 1 8.057756 0.1
144 5 10 100 10 0.00493 8.228184 0 97.03839 1
168 5 10 50 10 0.00313 8.269315 0.2 48.51303 1
159 3 100 50 10 0.00353 97.02085 0.93 48.35319 0.84
191 4 10 10 5 0.00344 7.288955 0.9 7.2821856 0.8
133 4 100 100 1 0.00371 36.111664 0.97 36.100044 0.92
192 4 10 10 10 0.00517 8.373365 0.9 8.518697 0.5
172 5 50 10 1 0.00129 17.732494 1 2.4424522 0
207 1 50 100 10 0.00256 48.408585 0.56 97.01717 0.94
189 1 100 100 10 0.0033 97.00656 0.93 97.01052 0.9
134 4 100 100 5 0.00498 85.47201 0.97 85.54126 0.93
190 4 10 10 1 0.0043 2.39022 0.6 2.3728998 0.8
206 1 50 100 5 0.00401 42.506504 0.82 85.63081 0.95
