sim rep samples read_depth fst ne_pop1 acc_pop1 ne_pop2 acc_pop2 runtime runtime_full maf snps
274 5 50 5 0.0017 42.71153 0.82 42.734653 0.86 3 10 filtered 100000
315 3 10 1 0.00298 2.3581824 0.4 2.388385 0.6 1 3 raw 100000
314 3 10 0.5 0.0003 1.0278164 0.1 1.040733 0.5 2 5 filtered 100000
298 3 50 5 0.00173 35.722103 0.72 35.534504 0.76 3 9 raw 100000
315 3 10 1 0.00298 2.3653152 0.7 2.3786829 0.8 1 2 filtered 100000
316 2 10 5 0.00562 6.971121 0.6 6.9826837 1 1 1 raw 100000
213 1 500 1 0.00262 127.18322 0.954 126.35083 0.962 23 2181 raw 100000
321 1 50 1 0.00171 13.417821 0.76 13.464913 0.8 2 15 raw 100000
313 5 10 0.1 0.00361 0.10366696 0.9 0.10433747 0.7 1 1 raw 100000
316 2 10 5 0.00562 7.353801 0.6 7.2914057 0.9 1 1 filtered 100000
278 3 100 0.5 0.00233 20.122372 0.84 20.07056 0.89 5 79 filtered 100000
281 3 100 10 0.00268 97.01316 0.89 97.00288 0.9 4 18 filtered 100000
302 1 100 0.5 0.00214 14.010605 0.82 14.076589 0.81 10 320 raw 100000
320 1 50 0.5 0.00129 6.7396307 0.72 6.782948 0.76 3 29 raw 100000
313 5 10 0.1 0.00361 0.09819865 1 0.09872084 0.5 1 1 filtered 100000
299 3 50 10 0.00134 48.48948 0.74 48.49695 0.74 3 8 filtered 100000
317 2 10 10 0.00016 8.05489 0.5 8.125739 0.5 0 2 raw 100000
297 4 50 1 0.0021 13.383174 0.72 13.376951 0.74 3 9 raw 100000
253 3 100 0.1 0.0022 3.3108132 0.74 3.312977 0.78 6 223 filtered 100000
317 2 10 10 0.00016 8.6254635 0.4 8.604424 0.6 0 2 filtered 100000
318 2 10 50 -0.00277 8.485663 0.1 8.395485 0.2 0 2 raw 100000
314 4 10 0.5 0.00261 1.0730098 0.4 1.0801623 0.5 1 5 raw 100000
315 4 10 1 0.00206 2.4004045 0.3 2.4209697 0.4 1 3 raw 100000
314 4 10 0.5 0.00261 1.055497 0.4 1.0558864 0.6 1 5 filtered 100000
280 2 100 5 0.00215 85.62312 0.84 85.64039 0.86 8 81 filtered 100000
298 3 50 5 0.00173 42.72633 0.74 42.745144 0.76 3 8 filtered 100000
257 5 100 10 0.00269 97.01646 0.93 97.01008 0.9 4 24 filtered 100000
321 1 50 1 0.00171 17.607058 0.78 17.61111 0.72 3 15 filtered 100000
318 2 10 50 -0.00277 9.146261 0.1 9.082776 0.1 1 1 filtered 100000
315 4 10 1 0.00206 2.404122 0.3 2.39112 0.6 1 2 filtered 100000
316 3 10 5 0.00106 7.03512 0.5 7.0274763 0.6 1 2 raw 100000
68 4 500 0.5 0.01001 69.51305 0.988 69.71461 0.99 22 1674 raw 100000
300 3 50 50 0.00275 43.133816 0.88 43.5724 0.86 4 7 raw 100000
279 3 100 1 0.0018 36.198326 0.84 36.18913 0.85 5 62 filtered 100000
316 3 10 5 0.00106 7.437335 0.6 7.4818044 0.6 1 1 filtered 100000
320 1 50 0.5 0.00129 9.309751 0.68 9.319982 0.72 3 29 filtered 100000
297 4 50 1 0.0021 17.614632 0.74 17.586727 0.82 4 9 filtered 100000
264 1 500 50 0.00239 429.72964 0.952 431.90805 0.924 15 339 raw 100000
322 1 50 5 0.00192 35.53771 0.72 35.655 0.86 3 12 raw 100000
296 5 50 0.5 0.00228 6.6393094 0.8 6.6929626 0.88 2 10 raw 100000
282 3 100 50 0.00149 87.89392 0.85 87.44622 0.82 4 20 raw 100000
303 2 100 1 0.00186 26.981026 0.83 26.920996 0.83 4 48 raw 100000
317 3 10 10 0.00429 8.079284 0.7 8.094197 0.8 1 1 raw 100000
314 5 10 0.5 0.00129 1.0824925 0.1 1.0758276 0.7 2 4 raw 100000
319 1 50 0.1 0.00156 0.9109825 0.54 0.90638727 0.6 5 134 raw 100000
324 1 50 50 0.00215 43.186794 0.8 43.35113 0.82 2 5 raw 100000
315 5 10 1 0.00076 2.3668494 0.3 2.3521404 0.4 1 2 raw 100000
314 5 10 0.5 0.00129 1.0484954 0.2 1.0513947 0.7 1 5 filtered 100000
317 3 10 10 0.00429 8.588172 0.7 8.539406 0.7 1 2 filtered 100000
315 5 10 1 0.00076 2.3803353 0.4 2.3642333 0.5 1 2 filtered 100000
318 3 10 50 0.00201 8.356773 0.6 8.401395 0.7 1 1 raw 100000
316 4 10 5 0.00256 6.9250126 0.4 7.0393176 0.7 1 3 raw 100000
305 2 100 10 0.00154 83.81516 0.86 83.63838 0.85 4 20 raw 100000
296 5 50 0.5 0.00228 9.2792635 0.78 9.261495 0.92 3 10 filtered 100000
300 3 50 50 0.00275 49.947525 0.88 49.93366 0.84 2 9 filtered 100000
316 4 10 5 0.00256 7.36442 0.5 7.321615 0.9 0 2 filtered 100000
94 4 500 5 0.00739 427.8063 0.984 427.95056 0.984 27 742 filtered 100000
322 1 50 5 0.00192 42.70216 0.78 42.68431 0.86 2 11 filtered 100000
271 5 50 0.1 0.00193 0.9059922 0.58 0.908211 0.72 3 93 raw 100000
299 4 50 10 0.00207 41.656242 0.74 41.764732 0.88 2 8 raw 100000
277 2 100 0.1 0.002 2.1366189 0.61 2.1264858 0.64 8 341 raw 100000
318 3 10 50 0.00201 8.977322 0.6 8.9651165 0.7 0 3 filtered 100000
323 1 50 10 0.00098 42.11242 0.62 41.655067 0.66 6 26 raw 100000
324 1 50 50 0.00215 49.94059 0.76 49.97376 0.82 3 6 filtered 100000
321 2 50 1 0.00215 13.341718 0.9 13.338447 0.86 3 15 raw 100000
317 4 10 10 3e-05 8.059967 0.4 8.16384 0.4 1 1 raw 100000
316 5 10 5 9e-05 7.084415 0.5 7.0370746 0.5 0 2 raw 100000
299 4 50 10 0.00207 48.476124 0.74 48.44583 0.86 3 8 filtered 100000
297 5 50 1 0.00204 13.435526 0.7 13.450503 0.78 3 10 raw 100000
317 4 10 10 3e-05 8.605993 0.5 8.650969 0.5 2 1 filtered 100000
303 2 100 1 0.00186 36.19896 0.85 36.213257 0.81 4 42 filtered 100000
316 5 10 5 9e-05 7.464832 0.6 7.4929643 0.5 1 1 filtered 100000
304 2 100 5 0.00184 70.19841 0.84 70.75827 0.86 5 31 raw 100000
238 1 500 5 0.00257 428.3477 0.926 428.48004 0.936 19 439 filtered 100000
320 2 50 0.5 0.0021 6.690016 0.78 6.719735 0.8 3 30 raw 100000
298 4 50 5 0.00176 35.366 0.74 35.626785 0.76 3 9 raw 100000
239 1 500 10 0.00223 411.97305 0.942 407.5263 0.952 29 1308 raw 100000
318 4 10 50 0.00163 8.3608885 0.5 8.465056 0.8 1 2 raw 100000
258 5 100 50 0.00271 86.90269 0.91 86.70047 0.88 3 22 raw 100000
263 1 500 10 0.00239 410.71823 0.94 408.41107 0.96 26 506 raw 100000
318 4 10 50 0.00163 8.940382 0.5 8.951757 0.8 1 0 filtered 100000
247 2 50 0.1 0.0022 1.2495177 0.6 1.2459508 0.7 13 526 filtered 100000
281 4 100 10 0.00172 83.13959 0.88 83.55893 0.86 4 18 raw 100000
306 2 100 50 0.00183 87.55633 0.89 86.49968 0.86 3 20 raw 100000
321 2 50 1 0.00215 17.565252 0.84 17.561768 0.92 2 15 filtered 100000
323 1 50 10 0.00098 48.493847 0.66 48.48961 0.64 4 23 filtered 100000
282 3 100 50 0.00149 99.99999 0.85 100.0 0.84 3 19 filtered 100000
327 1 100 1 0.00182 27.09217 0.85 27.095407 0.85 4 27 raw 100000
297 5 50 1 0.00204 17.614262 0.74 17.63922 0.8 3 10 filtered 100000
271 5 50 0.1 0.00193 1.2631602 0.6 1.256564 0.7 4 94 filtered 100000
319 1 50 0.1 0.00156 1.242161 0.54 1.2637876 0.64 5 135 filtered 100000
305 2 100 10 0.00154 97.02917 0.8 97.02921 0.78 7 22 filtered 100000
278 4 100 0.5 0.00183 14.151109 0.76 14.145972 0.87 5 82 raw 100000
326 1 100 0.5 0.0021 14.22854 0.86 14.192192 0.84 5 62 raw 100000
322 2 50 5 0.00199 35.5767 0.8 35.477173 0.8 3 13 raw 100000
317 5 10 10 -0.00058 8.081055 0.4 8.137862 0.5 1 1 raw 100000
320 2 50 0.5 0.0021 9.306638 0.76 9.316705 0.82 3 31 filtered 100000
298 4 50 5 0.00176 42.71046 0.72 42.707375 0.82 3 8 filtered 100000
142 3 500 5 0.00451 330.58087 0.976 331.0098 0.976 22 827 raw 100000
317 5 10 10 -0.00058 8.637786 0.5 8.667883 0.5 1 1 filtered 100000
300 4 50 50 0.00185 43.32093 0.82 43.733276 0.8 3 7 raw 100000
279 4 100 1 0.00211 26.881542 0.92 27.150455 0.9 6 67 raw 100000
164 2 500 0.5 0.00366 70.90639 0.97 71.04787 0.968 24 1309 raw 100000
318 5 10 50 0.00041 8.340835 0.4 8.463392 0.6 1 1 raw 100000
223 5 50 0.1 0.00316 0.9182066 0.64 0.9149983 0.7 7 254 raw 100000
295 2 50 0.1 0.00177 0.8935017 0.46 0.90275353 0.66 10 165 raw 100000
47 4 500 10 0.02149 482.7953 0.998 483.0464 1 32 1330 filtered 100000
46 4 500 5 0.01868 308.18045 0.996 314.16602 0.996 34 1813 raw 100000
322 2 50 5 0.00199 42.72152 0.78 42.741146 0.82 2 11 filtered 100000
318 5 10 50 0.00041 8.971756 0.6 9.02488 0.4 1 1 filtered 100000
299 5 50 10 0.00219 41.751404 0.88 41.864723 0.84 2 8 raw 100000
324 2 50 50 0.0026 43.20065 0.78 43.77881 0.86 3 10 raw 100000
304 2 100 5 0.00184 85.65385 0.84 85.63638 0.81 5 25 filtered 100000
338 1 10 0.5 0.00154 1.0611157 0.3 1.0796822 0.5 1 3 raw 100000
339 1 10 1 0.00275 2.3702135 0.5 2.3588696 0.8 2 1 raw 100000
340 1 10 5 0.00329 7.0378313 0.6 6.981796 0.7 1 1 raw 100000
327 1 100 1 0.00182 36.19516 0.82 36.229027 0.85 6 26 filtered 100000
337 1 10 0.1 0.00195 0.102432676 0.9 0.10235224 0.7 2 2 raw 100000
338 1 10 0.5 0.00154 1.0503542 0.1 1.0500964 0.5 1 3 filtered 100000
281 4 100 10 0.00172 97.02879 0.82 97.02331 0.86 4 18 filtered 100000
340 1 10 5 0.00329 7.4362183 0.6 7.391053 0.7 1 1 filtered 100000
339 1 10 1 0.00275 2.3894665 0.5 2.3560686 0.7 3 3 filtered 100000
337 1 10 0.1 0.00195 0.096811794 0.8 0.09853775 0.5 1 3 filtered 100000
302 1 100 0.5 0.00214 20.13132 0.84 20.141443 0.78 9 310 filtered 100000
329 1 100 10 0.00237 83.5592 0.92 83.73417 0.91 5 20 raw 100000
321 3 50 1 0.00166 13.446464 0.76 13.482586 0.82 2 15 raw 100000
328 1 100 5 0.00201 71.18231 0.85 70.312965 0.82 6 39 raw 100000
300 4 50 50 0.00185 49.9604 0.8 49.936146 0.78 5 6 filtered 100000
299 5 50 10 0.00219 48.428253 0.82 48.460136 0.82 2 8 filtered 100000
258 5 100 50 0.00271 99.99996 0.94 99.99799 0.88 3 23 filtered 100000
326 1 100 0.5 0.0021 20.131811 0.86 20.120443 0.84 5 61 filtered 100000
306 2 100 50 0.00183 99.99997 0.85 99.99998 0.86 5 17 filtered 100000
253 4 100 0.1 0.0021 2.1484122 0.66 2.1326287 0.62 6 226 raw 100000
280 3 100 5 0.00228 70.46287 0.85 70.09484 0.9 8 106 raw 100000
278 4 100 0.5 0.00183 20.137016 0.73 20.139902 0.83 5 81 filtered 100000
324 2 50 50 0.0026 49.9792 0.78 49.946045 0.86 3 5 filtered 100000
338 2 10 0.5 0.0049 1.0898243 0.3 1.0741556 0.7 1 3 raw 100000
320 3 50 0.5 0.00183 6.7337794 0.78 6.7799973 0.84 3 29 raw 100000
337 2 10 0.1 0.0002 0.10340728 0.8 0.10328477 0.7 1 3 raw 100000
340 2 10 5 0.00198 6.9171486 0.3 7.0320826 0.6 1 1 raw 100000
321 3 50 1 0.00166 17.625114 0.76 17.611223 0.78 2 14 filtered 100000
339 2 10 1 0.00309 2.363457 0.5 2.3633409 0.5 2 2 raw 100000
338 2 10 0.5 0.0049 1.0554708 0.4 1.0476596 0.8 1 3 filtered 100000
337 2 10 0.1 0.0002 0.099793926 0.9 0.10006262 0.3 1 3 filtered 100000
303 3 100 1 0.00245 27.134157 0.88 27.090012 0.85 5 46 raw 100000
340 2 10 5 0.00198 7.407738 0.5 7.368654 0.7 0 2 filtered 100000
279 4 100 1 0.00211 36.193134 0.91 36.18616 0.86 5 60 filtered 100000
339 2 10 1 0.00309 2.372296 0.6 2.374791 0.7 2 3 filtered 100000
168 2 500 50 0.00378 500.0 0.956 499.99997 0.946 13 522 filtered 100000
298 5 50 5 0.00244 35.3068 0.8 35.73313 0.84 3 9 raw 100000
341 1 10 10 -0.00042 8.146412 0.4 8.129899 0.5 1 1 raw 100000
342 1 10 50 0.00047 8.372006 0.3 8.413315 0.6 1 1 raw 100000
323 2 50 10 0.00133 42.053814 0.74 41.5064 0.84 5 25 raw 100000
341 1 10 10 -0.00042 8.640954 0.5 8.721608 0.3 0 2 filtered 100000
322 3 50 5 0.00282 35.093964 0.92 35.539894 0.86 4 13 raw 100000
342 1 10 50 0.00047 8.944614 0.6 8.957199 0.6 1 1 filtered 100000
338 3 10 0.5 0.00232 1.0727812 0.2 1.0890987 0.5 1 2 raw 100000
320 3 50 0.5 0.00183 9.317578 0.8 9.308578 0.88 2 30 filtered 100000
337 3 10 0.1 0.00041 0.104740456 0.9 0.10163777 0.4 1 2 raw 100000
301 1 100 0.1 0.00185 2.087521 0.65 2.1169782 0.63 14 861 raw 100000
330 1 100 50 0.00192 87.89041 0.87 86.59807 0.89 3 17 raw 100000
340 3 10 5 0.00078 6.9585032 0.3 7.028722 0.6 0 1 raw 100000
329 1 100 10 0.00237 97.01277 0.92 97.00194 0.9 4 19 filtered 100000
338 3 10 0.5 0.00232 1.0470607 0.2 1.0440506 0.7 2 3 filtered 100000
339 3 10 1 -0.00123 2.3765671 0.2 2.3864446 0.3 1 2 raw 100000
337 3 10 0.1 0.00041 0.09930449 0.7 0.0996394 0.3 1 3 filtered 100000
319 2 50 0.1 0.0019 0.8973406 0.56 0.8906775 0.68 4 135 raw 100000
328 1 100 5 0.00201 85.65496 0.83 85.60949 0.83 5 32 filtered 100000
340 3 10 5 0.00078 7.4457126 0.3 7.4522357 0.4 1 1 filtered 100000
282 4 100 50 0.00244 87.12421 0.9 86.60737 0.89 3 23 raw 100000
298 5 50 5 0.00244 42.691517 0.82 42.653 0.88 3 8 filtered 100000
305 3 100 10 0.00225 82.9157 0.87 84.05943 0.88 5 25 raw 100000
69 5 500 1 0.01043 121.8796 0.994 123.63179 0.982 20 1075 raw 100000
277 2 100 0.1 0.002 3.3368134 0.8 3.3361306 0.75 7 336 filtered 100000
339 3 10 1 -0.00123 2.4199698 0.1 2.4225037 0.5 3 14 filtered 100000
322 3 50 5 0.00282 42.700455 0.88 42.72794 0.82 3 11 filtered 100000
341 2 10 10 0.00048 8.067575 0.5 8.150824 0.5 1 1 raw 100000
300 5 50 50 0.00262 43.12442 0.86 43.30162 0.92 3 9 raw 100000
342 2 10 50 0.00042 8.503022 0.7 8.507769 0.7 1 2 raw 100000
341 2 10 10 0.00048 8.618088 0.7 8.655028 0.5 1 1 filtered 100000
323 2 50 10 0.00133 48.47775 0.74 48.459476 0.8 5 21 filtered 100000
295 2 50 0.1 0.00177 1.2435932 0.66 1.2408452 0.66 9 170 filtered 100000
303 3 100 1 0.00245 36.190422 0.88 36.18302 0.81 5 43 filtered 100000
337 4 10 0.1 0.00128 0.10540617 0.8 0.10757961 0.3 2 2 raw 100000
338 4 10 0.5 0.00155 1.0715245 0.2 1.0760183 0.7 1 2 raw 100000
325 1 100 0.1 0.00234 2.131563 0.59 2.1272418 0.66 7 339 raw 100000
321 4 50 1 0.00215 13.31008 0.84 13.378395 0.86 3 15 raw 100000
342 2 10 50 0.00042 8.998505 0.6 8.961053 0.6 1 2 filtered 100000
340 4 10 5 0.00152 7.016592 0.6 7.0392656 0.8 2 1 raw 100000
337 4 10 0.1 0.00128 0.09929018 1 0.099336036 0.5 2 5 filtered 100000
338 4 10 0.5 0.00155 1.0446944 0.1 1.051149 0.6 1 2 filtered 100000
344 1 50 0.5 0.00175 6.7675967 0.62 6.7793183 0.68 2 23 raw 100000
327 2 100 1 0.00217 27.040403 0.85 27.061373 0.89 5 27 raw 100000
324 3 50 50 0.00106 44.22433 0.7 43.35508 0.7 5 6 raw 100000
340 4 10 5 0.00152 7.4434776 0.6 7.385846 0.7 1 1 filtered 100000
229 2 100 0.1 0.00284 2.116527 0.76 2.1272643 0.7 14 900 raw 100000
223 5 50 0.1 0.00316 1.2463577 0.64 1.2541143 0.74 7 255 filtered 100000
339 4 10 1 -5e-05 2.3648934 0.2 2.352237 0.4 1 14 raw 100000
281 5 100 10 0.00206 83.60103 0.89 83.88776 0.87 4 18 raw 100000
343 1 50 0.1 0.00181 0.9062759 0.5 0.895135 0.6 4 75 raw 100000
280 3 100 5 0.00228 85.63326 0.85 85.59064 0.9 8 81 filtered 100000
339 4 10 1 -5e-05 2.4032738 0.2 2.3891964 0.5 4 2 filtered 100000
300 5 50 50 0.00262 49.936115 0.84 49.96435 0.9 5 6 filtered 100000
341 3 10 10 0.0056 8.101665 0.6 8.070052 0.6 1 2 raw 100000
321 4 50 1 0.00215 17.613836 0.82 17.545553 0.86 3 15 filtered 100000
96 5 500 50 0.00685 499.99997 0.974 499.7849 0.976 12 354 filtered 100000
141 2 500 1 0.00446 182.29852 0.968 182.23502 0.962 22 1344 filtered 100000
337 5 10 0.1 0.00178 0.10546106 0.6 0.10376982 0.7 2 1 raw 100000
304 3 100 5 0.00221 70.817986 0.9 70.131454 0.88 5 30 raw 100000
338 5 10 0.5 0.00199 1.0899366 0.1 1.0760221 0.4 1 2 raw 100000
320 4 50 0.5 0.00155 6.7089033 0.7 6.7100306 0.72 3 30 raw 100000
344 1 50 0.5 0.00175 9.292089 0.72 9.330126 0.72 4 22 filtered 100000
341 3 10 10 0.0056 8.577752 0.7 8.483778 1 1 1 filtered 100000
287 1 500 10 0.00218 411.84818 0.946 408.95804 0.954 19 465 raw 100000
337 5 10 0.1 0.00178 0.1004874 0.7 0.09826516 0.6 1 2 filtered 100000
338 5 10 0.5 0.00199 1.0480133 0.1 1.0503763 0.3 0 3 filtered 100000
326 2 100 0.5 0.00242 14.223639 0.85 14.22357 0.88 5 62 raw 100000
342 3 10 50 0.00381 8.272503 0.8 8.44857 0.8 1 1 raw 100000
340 5 10 5 0.0012 7.046318 0.6 7.0370207 0.6 1 1 raw 100000
95 5 500 10 0.00702 393.89285 0.988 391.29523 0.986 22 461 raw 100000
330 1 100 50 0.00192 99.99999 0.83 99.998 0.86 3 16 filtered 100000
340 5 10 5 0.0012 7.396867 0.7 7.427067 0.7 1 1 filtered 100000
305 3 100 10 0.00225 97.0143 0.85 97.01298 0.86 5 21 filtered 100000
342 3 10 50 0.00381 8.858231 0.7 8.854343 0.8 1 1 filtered 100000
324 3 50 50 0.00106 49.99604 0.72 49.996025 0.68 4 5 filtered 100000
119 4 500 10 0.00553 401.971 0.986 394.63852 0.974 25 459 raw 100000
319 2 50 0.1 0.0019 1.2457876 0.66 1.2462213 0.62 5 136 filtered 100000
339 5 10 1 0.00186 2.3890936 0.2 2.3594713 0.6 1 2 raw 100000
322 4 50 5 0.00242 35.27065 0.88 35.351437 0.8 4 13 raw 100000
253 4 100 0.1 0.0021 3.3198738 0.58 3.3370857 0.68 6 222 filtered 100000
240 1 500 50 0.00268 499.9999 0.902 500.0 0.93 14 409 filtered 100000
306 3 100 50 0.00259 88.23581 0.9 86.40049 0.9 4 16 raw 100000
282 4 100 50 0.00244 100.0 0.9 99.99999 0.86 3 19 filtered 100000
339 5 10 1 0.00186 2.4014535 0.4 2.3944817 0.7 2 2 filtered 100000
278 5 100 0.5 0.00214 14.131275 0.79 14.257173 0.89 5 82 raw 100000
327 2 100 1 0.00217 36.19665 0.85 36.188175 0.87 5 29 filtered 100000
91 2 500 0.1 0.00837 21.978922 0.974 22.017883 0.982 33 3284 filtered 100000
212 1 500 0.5 0.0031 103.45943 0.958 103.4215 0.936 21 1203 filtered 100000
279 5 100 1 0.00248 27.195223 0.88 27.19765 0.9 5 67 raw 100000
345 1 50 1 0.00108 13.438235 0.72 13.384354 0.58 3 20 raw 100000
320 4 50 0.5 0.00155 9.29193 0.66 9.317417 0.64 3 30 filtered 100000
341 4 10 10 0.00174 8.077414 0.5 8.068752 0.8 1 1 raw 100000
343 1 50 0.1 0.00181 1.2481476 0.52 1.2476095 0.72 4 71 filtered 100000
288 1 500 50 0.00207 429.2884 0.936 433.71283 0.938 13 340 raw 100000
341 4 10 10 0.00174 8.597025 0.8 8.580175 0.7 1 1 filtered 100000
322 4 50 5 0.00242 42.676537 0.84 42.689194 0.84 3 11 filtered 100000
281 5 100 10 0.00206 97.01929 0.89 97.01746 0.88 4 17 filtered 100000
342 4 10 50 0.00096 8.357805 0.4 8.450538 0.6 1 0 raw 100000
329 2 100 10 0.00218 83.70648 0.82 83.45001 0.83 4 19 raw 100000
342 4 10 50 0.00096 8.889812 0.4 8.858431 0.6 1 1 filtered 100000
328 2 100 5 0.00173 70.44071 0.81 70.98567 0.87 5 35 raw 100000
323 3 50 10 0.00138 41.812485 0.76 41.81866 0.74 4 25 raw 100000
345 1 50 1 0.00108 17.635265 0.64 17.616112 0.56 3 20 filtered 100000
144 3 500 50 0.00514 419.0162 0.974 420.50085 0.984 15 410 raw 100000
321 5 50 1 0.00158 13.357878 0.82 13.453466 0.78 3 15 raw 100000
262 1 500 5 0.0022 428.36383 0.92 428.2668 0.902 21 417 filtered 100000
304 3 100 5 0.00221 85.65781 0.85 85.62778 0.85 4 26 filtered 100000
344 2 50 0.5 0.00201 6.745894 0.76 6.7924485 0.76 2 22 raw 100000
326 2 100 0.5 0.00242 20.125402 0.83 20.109825 0.89 5 60 filtered 100000
346 1 50 5 0.00108 35.622704 0.68 35.650043 0.82 2 10 raw 100000
347 1 50 10 0.00089 42.06754 0.68 41.871994 0.72 3 11 raw 100000
341 5 10 10 0.00049 8.096941 0.4 8.169408 0.6 2 1 raw 100000
303 4 100 1 0.0017 27.04831 0.8 27.012014 0.82 5 44 raw 100000
348 1 50 50 0.00164 44.158966 0.8 43.38529 0.7 6 7 raw 100000
341 5 10 10 0.00049 8.665935 0.4 8.574145 0.6 2 1 filtered 100000
45 3 500 1 0.02173 178.84158 1 178.47296 0.996 25 2295 filtered 100000
321 5 50 1 0.00158 17.604168 0.72 17.607204 0.76 3 14 filtered 100000
324 4 50 50 0.00181 43.15707 0.76 43.70356 0.72 2 5 raw 100000
279 5 100 1 0.00248 36.19073 0.88 36.166424 0.89 5 64 filtered 100000
118 4 500 5 0.00616 427.99008 0.976 427.74405 0.982 19 499 filtered 100000
344 2 50 0.5 0.00201 9.323367 0.76 9.317636 0.84 3 23 filtered 100000
278 5 100 0.5 0.00214 20.111067 0.83 20.128748 0.83 4 79 filtered 100000
342 5 10 50 0.0009 8.3976755 0.6 8.411786 0.7 3 2 raw 100000
346 1 50 5 0.00108 42.742535 0.7 42.745594 0.74 2 9 filtered 100000
116 3 500 0.5 0.00549 103.27371 0.982 103.2215 0.976 20 1135 filtered 100000
320 5 50 0.5 0.00185 6.8262806 0.76 6.8435526 0.82 3 30 raw 100000
306 3 100 50 0.00259 99.99999 0.89 99.98806 0.88 4 24 filtered 100000
247 3 50 0.1 0.00241 0.901077 0.46 0.9024878 0.66 14 517 raw 100000
93 3 500 1 0.00727 181.7519 0.98 181.82616 0.988 29 1424 filtered 100000
323 3 50 10 0.00138 48.489216 0.84 48.474693 0.7 4 21 filtered 100000
347 1 50 10 0.00089 48.484806 0.66 48.49128 0.7 3 10 filtered 100000
302 2 100 0.5 0.00205 14.097507 0.85 14.136748 0.85 9 318 raw 100000
342 5 10 50 0.0009 8.962015 0.6 8.916482 0.8 2 2 filtered 100000
322 5 50 5 0.00212 35.221107 0.88 35.49613 0.84 2 14 raw 100000
348 1 50 50 0.00164 49.98464 0.82 49.975735 0.72 4 6 filtered 100000
329 2 100 10 0.00218 97.0131 0.81 97.01503 0.82 6 20 filtered 100000
328 2 100 5 0.00173 85.65179 0.77 85.61446 0.82 5 29 filtered 100000
236 1 500 0.5 0.00276 70.594604 0.954 70.840744 0.964 26 2310 raw 100000
343 2 50 0.1 0.00176 0.9120361 0.5 0.90852547 0.62 4 79 raw 100000
286 1 500 5 0.00211 337.11 0.928 339.48813 0.92 20 781 raw 100000
324 4 50 50 0.00181 49.967323 0.72 49.99603 0.74 3 6 filtered 100000
305 4 100 10 0.00229 83.82526 0.86 83.30649 0.87 5 25 raw 100000
319 3 50 0.1 0.00159 0.9087387 0.58 0.912084 0.64 4 134 raw 100000
327 3 100 1 0.00154 26.989197 0.81 27.10312 0.87 5 27 raw 100000
320 5 50 0.5 0.00185 9.325967 0.74 9.298385 0.72 3 29 filtered 100000
345 2 50 1 0.00093 13.397573 0.68 13.374 0.68 4 22 raw 100000
303 4 100 1 0.0017 36.227024 0.8 36.186787 0.76 6 43 filtered 100000
322 5 50 5 0.00212 42.7089 0.84 42.64796 0.84 2 12 filtered 100000
330 2 100 50 0.00211 87.19997 0.87 86.95777 0.92 3 16 raw 100000
166 3 500 5 0.00376 330.9852 0.972 336.17932 0.98 20 474 raw 100000
325 1 100 0.1 0.00234 3.3300714 0.71 3.3343706 0.77 8 337 filtered 100000
295 3 50 0.1 0.00191 0.917543 0.6 0.9214575 0.6 10 157 raw 100000
351 1 100 1 0.00121 27.23324 0.74 27.2712 0.86 4 28 raw 100000
282 5 100 50 0.00218 87.50075 0.92 86.46643 0.89 4 25 raw 100000
344 3 50 0.5 0.00066 6.7519107 0.6 6.7870216 0.58 2 22 raw 100000
346 2 50 5 0.00192 35.737923 0.9 35.39846 0.82 3 9 raw 100000
345 2 50 1 0.00093 17.645483 0.7 17.625826 0.7 3 20 filtered 100000
350 1 100 0.5 0.00181 14.177175 0.86 14.096468 0.76 5 45 raw 100000
352 1 100 5 0.00154 70.33533 0.86 70.737114 0.81 4 27 raw 100000
280 4 100 5 0.00188 69.94832 0.87 69.59332 0.9 8 105 raw 100000
143 2 500 10 0.00453 485.082 0.956 485.07388 0.978 33 1307 filtered 100000
353 1 100 10 0.00159 83.89211 0.85 83.138084 0.83 4 25 raw 100000
167 2 500 10 0.00406 485.06433 0.96 485.0484 0.962 23 835 filtered 100000
343 2 50 0.1 0.00176 1.2538834 0.5 1.2641029 0.48 4 85 filtered 100000
347 2 50 10 0.00115 41.61024 0.7 42.309845 0.66 3 11 raw 100000
44 4 500 0.5 0.01912 101.26685 0.996 101.24771 0.996 22 1669 filtered 100000
326 3 100 0.5 0.00242 14.248512 0.83 14.287205 0.89 5 63 raw 100000
361 1 10 0.1 0.00415 0.10392744 0.9 0.10221171 1 2 2 raw 100000
327 3 100 1 0.00154 36.246635 0.79 36.223003 0.83 8 27 filtered 100000
304 4 100 5 0.00211 69.995316 0.86 70.63727 0.87 4 30 raw 100000
344 3 50 0.5 0.00066 9.337527 0.66 9.30778 0.5 3 22 filtered 100000
361 1 10 0.1 0.00415 0.09514815 0.9 0.10036161 0.4 1 1 filtered 100000
346 2 50 5 0.00192 42.701145 0.9 42.682125 0.8 3 8 filtered 100000
277 3 100 0.1 0.00212 2.127293 0.63 2.1550624 0.76 7 340 raw 100000
362 1 10 0.5 0.00109 1.0832436 0 1.0778913 0.6 7 2 raw 100000
349 1 100 0.1 0.00215 2.1215951 0.61 2.1357458 0.64 6 143 raw 100000
140 3 500 0.5 0.00482 70.4382 0.976 70.55198 0.972 22 1150 raw 100000
