sim rep samples read_depth fst ne_pop1 acc_pop1 ne_pop2 acc_pop2 runtime runtime_full maf snps
125 1 10 10 0.00445 8.467562 0.7 8.466826 0.8 1 2 filtered 100000
124 3 10 5 0.00455 7.345436 0.7 7.369812 0.9 1 1 filtered 100000
123 5 10 1 0.00637 2.3424037 0.5 2.3950303 0.9 2 3 raw 100000
126 1 10 50 0.00215 8.903979 0.6 8.883504 0.7 1 1 filtered 100000
123 5 10 1 0.00637 2.3614264 0.5 2.397683 0.8 2 2 filtered 100000
23 4 500 10 0.10141 346.59924 1 346.1384 1 21 622 raw 100000
125 2 10 10 0.00347 8.082386 0.5 7.958436 0.7 1 2 raw 100000
103 5 50 0.1 0.00718 0.8992883 0.8 0.9042068 0.86 5 169 raw 100000
112 5 100 5 0.00544 68.67016 0.98 69.4023 0.98 4 39 raw 100000
125 2 10 10 0.00347 8.48589 0.6 8.384444 0.9 1 2 filtered 100000
124 4 10 5 0.00098 6.9932737 0.5 7.0779305 0.4 1 1 raw 100000
126 2 10 50 0.00394 8.298024 0.8 8.355792 0.6 1 1 raw 100000
124 4 10 5 0.00098 7.443506 0.5 7.3763795 0.6 1 2 filtered 100000
126 2 10 50 0.00394 8.81227 0.8 8.771761 0.8 1 1 filtered 100000
19 1 500 0.1 0.12235 18.61329 0.998 18.449144 1 34 5236 filtered 100000
125 3 10 10 0.0061 7.9927835 0.6 8.035688 0.7 1 3 raw 100000
127 1 50 0.1 0.00481 0.9133228 0.68 0.9040488 0.8 4 84 raw 100000
125 3 10 10 0.0061 8.337822 0.8 8.295501 0.7 1 2 filtered 100000
92 1 500 0.5 0.00833 102.98897 0.984 102.92811 0.986 20 1463 filtered 100000
126 3 10 50 0.00386 8.458939 0.7 8.28142 0.3 0 1 raw 100000
124 5 10 5 0.00297 6.9303246 0.5 7.036391 0.8 1 2 raw 100000
114 3 100 50 0.00528 99.98004 0.96 99.94527 0.97 4 19 filtered 100000
126 3 10 50 0.00386 8.764337 0.8 8.70803 0.4 1 1 filtered 100000
124 5 10 5 0.00297 7.341332 0.5 7.3981967 0.9 0 2 filtered 100000
112 5 100 5 0.00544 85.54125 0.99 85.47686 0.97 5 31 filtered 100000
125 4 10 10 0.00397 7.879296 0.7 8.0583315 0.9 1 2 raw 100000
125 4 10 10 0.00397 8.372575 0.9 8.367187 0.9 1 2 filtered 100000
111 5 100 1 0.00539 26.59073 0.99 26.841398 0.97 5 108 raw 100000
113 5 100 10 0.00535 81.14358 0.99 81.99228 0.99 5 26 raw 100000
126 4 10 50 0.00455 8.356721 0.6 8.365817 0.9 1 1 raw 100000
110 5 100 0.5 0.00579 14.0249815 1 13.979201 0.95 5 112 raw 100000
128 1 50 0.5 0.00553 6.618802 1 6.6385956 0.92 2 31 raw 100000
126 4 10 50 0.00455 8.87865 0.8 8.8169565 0.8 0 1 filtered 100000
127 1 50 0.1 0.00481 1.2537919 0.82 1.2454962 0.8 4 87 filtered 100000
103 5 50 0.1 0.00718 1.2434752 0.92 1.2436423 0.92 5 176 filtered 100000
109 3 100 0.1 0.00523 2.1343427 0.9 2.1460507 0.88 8 319 raw 100000
125 5 10 10 0.00529 8.126046 0.8 7.9599905 0.8 1 2 raw 100000
125 5 10 10 0.00529 8.477443 0.9 8.459318 0.9 1 2 filtered 100000
126 5 10 50 0.00537 8.382572 0.8 8.287211 0.8 0 1 raw 100000
128 1 50 0.5 0.00553 9.216745 0.98 9.233782 0.92 3 30 filtered 100000
126 5 10 50 0.00537 8.798745 0.9 8.776132 0.8 1 1 filtered 100000
43 2 500 0.1 0.0169 21.619793 0.996 21.599308 0.988 20 1611 filtered 100000
113 5 100 10 0.00535 96.92499 0.98 96.96335 0.95 5 26 filtered 100000
111 5 100 1 0.00539 35.980217 0.99 35.957417 1 5 97 filtered 100000
131 1 50 10 0.00352 41.127487 0.94 41.373234 0.9 3 8 raw 100000
130 1 50 5 0.00542 34.90754 0.98 35.015606 0.98 3 11 raw 100000
129 1 50 1 0.00455 13.37841 0.96 13.33255 0.96 4 26 raw 100000
110 5 100 0.5 0.00579 19.96069 0.99 19.96693 0.93 5 109 filtered 100000
128 2 50 0.5 0.00439 6.737561 0.92 6.71484 0.9 3 31 raw 100000
130 1 50 5 0.00542 42.508797 0.96 42.53525 0.94 3 9 filtered 100000
127 2 50 0.1 0.00446 0.8930282 0.78 0.8982344 0.76 5 85 raw 100000
129 1 50 1 0.00455 17.44639 0.96 17.521694 0.94 3 24 filtered 100000
131 1 50 10 0.00352 48.412266 0.96 48.382935 0.94 3 8 filtered 100000
114 4 100 50 0.00592 85.0737 0.99 84.18613 0.98 3 19 raw 100000
70 3 500 5 0.01018 321.82233 0.98 321.12537 0.984 19 492 raw 100000
132 1 50 50 0.00472 42.77047 0.98 42.828403 0.96 2 11 raw 100000
128 2 50 0.5 0.00439 9.247573 0.9 9.2371855 0.94 3 31 filtered 100000
68 2 500 0.5 0.01045 69.325836 0.994 69.96371 0.99 22 1636 raw 100000
127 2 50 0.1 0.00446 1.2549783 0.64 1.2583678 0.78 4 86 filtered 100000
132 1 50 50 0.00472 49.86387 1 49.93069 0.96 2 11 filtered 100000
130 2 50 5 0.00447 34.9406 0.92 35.02715 0.88 3 9 raw 100000
129 2 50 1 0.00522 13.314095 0.98 13.321659 0.94 3 26 raw 100000
131 2 50 10 0.00638 41.093693 0.98 40.6599 0.9 3 8 raw 100000
109 3 100 0.1 0.00523 3.3042397 0.86 3.303554 0.85 8 320 filtered 100000
134 1 100 0.5 0.00527 14.085188 0.99 14.100882 0.97 5 109 raw 100000
114 4 100 50 0.00592 99.97111 0.98 99.99103 0.96 4 19 filtered 100000
130 2 50 5 0.00447 42.610313 0.96 42.59436 0.9 3 9 filtered 100000
128 3 50 0.5 0.00433 6.693183 0.9 6.7409286 0.9 3 31 raw 100000
69 2 500 1 0.00902 181.4904 0.99 181.49931 0.996 20 1011 filtered 100000
129 2 50 1 0.00522 17.46671 0.98 17.49568 0.92 3 24 filtered 100000
136 1 100 5 0.00522 69.30709 0.95 69.48557 0.96 5 35 raw 100000
135 1 100 1 0.00456 26.96786 0.94 27.036377 0.95 5 75 raw 100000
137 1 100 10 0.00437 82.09357 0.97 82.10001 0.96 5 30 raw 100000
131 2 50 10 0.00638 48.330925 0.98 48.267994 0.9 3 8 filtered 100000
128 3 50 0.5 0.00433 9.253077 0.88 9.244523 0.9 2 31 filtered 100000
132 2 50 50 0.00461 42.94671 0.94 42.708595 0.92 3 10 raw 100000
47 2 500 10 0.02097 483.4072 0.998 483.2845 0.996 31 1332 filtered 100000
93 1 500 1 0.00799 181.78362 0.984 181.69315 0.994 29 1423 filtered 100000
127 3 50 0.1 0.00438 0.9067722 0.62 0.9025677 0.7 5 87 raw 100000
130 3 50 5 0.00402 35.24572 0.94 35.310406 0.92 2 10 raw 100000
136 1 100 5 0.00522 85.56066 0.96 85.4525 0.95 5 29 filtered 100000
129 3 50 1 0.00501 13.13919 0.96 13.267363 0.96 3 25 raw 100000
134 1 100 0.5 0.00527 20.011295 0.98 20.027512 0.96 5 106 filtered 100000
132 2 50 50 0.00461 49.953465 0.96 49.913864 0.92 3 10 filtered 100000
135 1 100 1 0.00456 36.05735 0.94 36.04769 0.94 4 67 filtered 100000
137 1 100 10 0.00437 96.9989 0.96 97.00136 0.94 6 30 filtered 100000
96 2 500 50 0.00864 412.7276 0.986 409.38303 0.99 12 359 raw 100000
130 3 50 5 0.00402 42.630806 0.94 42.618755 0.9 3 8 filtered 100000
48 3 500 50 0.01974 498.92508 0.994 498.9203 0.998 14 448 filtered 100000
129 3 50 1 0.00501 17.468737 0.98 17.479372 0.98 3 23 filtered 100000
131 3 50 10 0.00424 41.19024 0.98 41.294018 0.96 3 9 raw 100000
128 4 50 0.5 0.00503 6.7179933 0.96 6.7383885 0.98 3 31 raw 100000
44 2 500 0.5 0.02274 101.29846 0.998 100.72294 0.998 23 1666 filtered 100000
127 3 50 0.1 0.00438 1.2472347 0.74 1.2367272 0.78 4 86 filtered 100000
118 1 500 5 0.0051 328.50912 0.984 331.73425 0.966 23 542 raw 100000
128 4 50 0.5 0.00503 9.213364 0.96 9.223495 0.98 3 30 filtered 100000
131 3 50 10 0.00424 48.37248 0.96 48.35 0.98 3 8 filtered 100000
114 5 100 50 0.00549 84.96056 0.96 85.66629 0.97 3 20 raw 100000
132 3 50 50 0.00508 43.19865 0.92 42.443794 0.94 3 11 raw 100000
130 4 50 5 0.00383 35.0761 0.9 34.78564 0.94 2 10 raw 100000
133 1 100 0.1 0.00513 2.1187706 0.72 2.1143174 0.88 10 511 raw 100000
129 4 50 1 0.00377 13.405807 0.9 13.259756 0.9 4 24 raw 100000
130 4 50 5 0.00383 42.636486 0.88 42.624584 0.88 3 8 filtered 100000
119 1 500 10 0.00579 396.8984 0.988 397.5341 0.98 26 469 raw 100000
136 2 100 5 0.00533 68.52357 0.96 69.20554 0.96 5 34 raw 100000
132 3 50 50 0.00508 49.83515 0.92 49.90892 0.94 2 11 filtered 100000
137 2 100 10 0.00439 81.26038 0.99 81.988625 0.97 5 30 raw 100000
129 4 50 1 0.00377 17.495653 0.96 17.531195 0.9 3 24 filtered 100000
135 2 100 1 0.00375 26.90108 0.96 26.662167 0.97 5 74 raw 100000
128 5 50 0.5 0.00507 6.7400236 0.9 6.749906 0.94 3 31 raw 100000
95 2 500 10 0.00724 394.6075 0.99 392.37256 0.982 23 469 raw 100000
134 2 100 0.5 0.00529 14.078015 0.96 14.253943 0.94 5 109 raw 100000
127 4 50 0.1 0.00373 0.8850624 0.58 0.892288 0.7 4 86 raw 100000
131 4 50 10 0.00485 41.68886 0.94 41.24262 0.92 3 9 raw 100000
23 4 500 10 0.10141 448.69135 1 449.8804 1 21 619 filtered 100000
109 4 100 0.1 0.00488 2.1213198 0.86 2.1213622 0.84 7 320 raw 100000
128 5 50 0.5 0.00507 9.244855 0.92 9.222166 0.94 3 31 filtered 100000
114 5 100 50 0.00549 99.99201 0.94 99.998 0.97 3 19 filtered 100000
116 1 500 0.5 0.00578 70.054596 0.972 69.992905 0.978 20 1256 raw 100000
120 1 500 50 0.00541 416.92767 0.988 415.02264 0.978 16 398 raw 100000
130 5 50 5 0.00582 34.75184 0.98 35.07722 0.96 2 10 raw 100000
136 2 100 5 0.00533 85.57428 0.97 85.4568 0.97 5 30 filtered 100000
131 4 50 10 0.00485 48.403934 0.94 48.344185 0.86 3 8 filtered 100000
72 3 500 50 0.01149 404.682 0.998 405.7248 0.986 13 375 raw 100000
137 2 100 10 0.00439 96.99379 0.97 96.9879 0.98 5 29 filtered 100000
129 5 50 1 0.00362 13.361608 0.92 13.284662 0.94 2 25 raw 100000
135 2 100 1 0.00375 36.083073 0.96 36.09217 0.94 5 66 filtered 100000
71 3 500 10 0.01037 385.4882 0.99 385.23004 0.99 19 532 raw 100000
132 4 50 50 0.00361 42.992756 0.94 42.436375 0.92 2 11 raw 100000
127 4 50 0.1 0.00373 1.2481736 0.78 1.2476975 0.82 4 86 filtered 100000
130 5 50 5 0.00582 42.53923 0.94 42.50317 0.92 2 9 filtered 100000
129 5 50 1 0.00362 17.52737 0.9 17.538755 0.96 3 23 filtered 100000
134 2 100 0.5 0.00529 20.025444 0.95 20.025635 0.92 6 110 filtered 100000
132 4 50 50 0.00361 49.94901 0.92 49.959866 0.92 2 12 filtered 100000
131 5 50 10 0.00397 40.759865 0.96 41.47698 0.94 3 8 raw 100000
45 2 500 1 0.01943 120.45784 1 120.72723 0.99 25 2545 raw 100000
70 3 500 5 0.01018 427.307 0.972 427.31357 0.978 19 461 filtered 100000
131 5 50 10 0.00397 48.402985 0.96 48.39512 0.98 3 7 filtered 100000
138 1 100 50 0.00517 85.31766 0.95 84.75857 0.99 3 19 raw 100000
137 3 100 10 0.00513 82.32848 0.97 81.56834 0.97 5 30 raw 100000
136 3 100 5 0.00382 69.324234 0.9 69.37315 0.93 7 34 raw 100000
127 5 50 0.1 0.00386 0.89390165 0.72 0.8959593 0.82 4 87 raw 100000
135 3 100 1 0.0042 26.916515 0.92 26.829676 0.99 5 71 raw 100000
132 5 50 50 0.00407 42.867504 0.88 42.85168 0.92 3 11 raw 100000
94 2 500 5 0.00689 325.00525 0.99 326.0046 0.99 22 937 raw 100000
109 4 100 0.1 0.00488 3.3120425 0.86 3.311579 0.89 8 316 filtered 100000
133 1 100 0.1 0.00513 3.304988 0.88 3.3140378 0.87 9 505 filtered 100000
127 5 50 0.1 0.00386 1.2478493 0.66 1.2501163 0.76 4 87 filtered 100000
132 5 50 50 0.00407 49.906445 0.9 49.86387 0.94 3 11 filtered 100000
136 3 100 5 0.00382 85.56873 0.93 85.58208 0.9 5 28 filtered 100000
137 3 100 10 0.00513 96.9456 0.98 96.96956 0.98 5 30 filtered 100000
134 3 100 0.5 0.00535 14.134318 0.93 14.0215025 0.97 5 106 raw 100000
138 1 100 50 0.00517 99.99601 0.94 99.99601 0.96 3 20 filtered 100000
135 3 100 1 0.0042 36.071484 0.91 36.06521 0.96 5 66 filtered 100000
145 1 10 0.1 0.00358 0.10159264 1 0.1033949 0.6 2 11 raw 100000
146 1 10 0.5 0.00635 1.0851055 0.4 1.0632992 0.9 1 5 raw 100000
22 4 500 5 0.1066 286.13556 1 289.697 1 27 935 raw 100000
145 1 10 0.1 0.00358 0.09818196 1 0.10046887 0.4 2 10 filtered 100000
146 1 10 0.5 0.00635 1.0374831 0.6 1.0508621 0.9 1 4 filtered 100000
46 2 500 5 0.02126 425.00195 0.994 424.4852 0.994 31 1566 filtered 100000
134 3 100 0.5 0.00535 20.007053 0.93 19.976625 0.97 5 104 filtered 100000
145 2 10 0.1 0.00432 0.10364699 0.9 0.10409385 0.6 2 11 raw 100000
146 2 10 0.5 0.0098 1.0705463 0.5 1.0607165 1 1 5 raw 100000
145 2 10 0.1 0.00432 0.09964263 0.9 0.097665764 0.9 2 10 filtered 100000
146 2 10 0.5 0.0098 1.0310801 0.7 1.0407103 1 1 5 filtered 100000
137 4 100 10 0.00464 81.76862 0.97 81.41302 0.96 5 29 raw 100000
96 2 500 50 0.00864 500.0 0.988 499.99976 0.988 12 359 filtered 100000
136 4 100 5 0.0054 69.75282 0.96 69.11815 0.97 5 35 raw 100000
145 3 10 0.1 0.00226 0.10298265 0.8 0.10236286 0.5 2 10 raw 100000
138 2 100 50 0.00477 86.27947 0.94 85.29586 0.99 3 19 raw 100000
146 3 10 0.5 0.00542 1.0790305 0.4 1.0724986 0.7 1 5 raw 100000
145 3 10 0.1 0.00226 0.09704901 1 0.09864197 0.7 1 11 filtered 100000
135 4 100 1 0.00414 26.950527 0.98 26.796974 0.96 5 73 raw 100000
146 3 10 0.5 0.00542 1.0441873 0.5 1.0413628 0.7 1 5 filtered 100000
118 1 500 5 0.0051 428.1327 0.972 428.2322 0.958 19 499 filtered 100000
145 4 10 0.1 0.00299 0.10254641 0.9 0.103739806 0.2 2 11 raw 100000
147 1 10 1 0.00406 2.359594 0.7 2.393067 0.6 1 3 raw 100000
145 4 10 0.1 0.00299 0.098679416 0.8 0.09912375 0.6 1 11 filtered 100000
147 1 10 1 0.00406 2.3750067 0.6 2.3693936 0.7 1 3 filtered 100000
146 4 10 0.5 0.00492 1.0798165 0.4 1.0820155 0.8 1 5 raw 100000
137 4 100 10 0.00464 96.9572 0.97 97.0008 0.95 5 29 filtered 100000
146 4 10 0.5 0.00492 1.0466943 0.5 1.0433402 0.9 1 4 filtered 100000
136 4 100 5 0.0054 85.43325 0.96 85.49425 0.97 5 29 filtered 100000
138 2 100 50 0.00477 99.97503 0.92 99.99501 1 2 20 filtered 100000
147 2 10 1 0.00467 2.374595 0.6 2.3555353 0.9 1 2 raw 100000
135 4 100 1 0.00414 36.04292 0.97 36.09604 0.95 5 65 filtered 100000
145 5 10 0.1 0.00443 0.10244635 0.8 0.102193244 0.5 2 10 raw 100000
147 2 10 1 0.00467 2.3717177 0.6 2.383189 1 1 2 filtered 100000
109 5 100 0.1 0.00524 2.1117246 0.87 2.1056678 0.85 9 318 raw 100000
145 5 10 0.1 0.00443 0.096166894 1 0.09900452 0.4 2 10 filtered 100000
146 5 10 0.5 0.00259 1.0641234 0.2 1.0837414 0.5 2 4 raw 100000
146 5 10 0.5 0.00259 1.0558711 0 1.0451181 0.7 1 5 filtered 100000
134 4 100 0.5 0.00503 13.995599 0.96 14.078888 0.92 5 107 raw 100000
147 3 10 1 0.00417 2.3668644 0.4 2.3741057 0.5 1 2 raw 100000
147 3 10 1 0.00417 2.3348963 0.6 2.3820505 0.5 1 2 filtered 100000
148 1 10 5 0.00436 7.0175495 0.6 6.8943486 1 1 2 raw 100000
149 1 10 10 0.00566 8.098145 0.7 7.9724374 0.8 1 2 raw 100000
150 1 10 50 0.00186 8.366745 0.6 8.291118 0.6 1 1 raw 100000
148 1 10 5 0.00436 7.3452663 0.8 7.320673 1 1 2 filtered 100000
149 1 10 10 0.00566 8.488275 0.8 8.458903 0.8 1 2 filtered 100000
21 2 500 1 0.11039 159.64589 1 159.49425 1 35 2630 filtered 100000
150 1 10 50 0.00186 8.774211 0.7 8.757536 0.7 0 1 filtered 100000
147 4 10 1 0.00093 2.3356602 0.3 2.357729 0.7 0 3 raw 100000
119 1 500 10 0.00579 485.0154 0.982 485.01672 0.976 24 470 filtered 100000
147 4 10 1 0.00093 2.4005985 0.5 2.3782883 0.8 1 3 filtered 100000
95 2 500 10 0.00724 484.93253 0.988 485.00555 0.98 22 467 filtered 100000
148 2 10 5 0.00185 7.011437 0.6 6.935293 0.7 1 2 raw 100000
149 2 10 10 0.0068 7.948611 0.9 8.06393 1 1 1 raw 100000
133 2 100 0.1 0.00462 2.1078691 0.85 2.114435 0.83 10 508 raw 100000
137 5 100 10 0.00399 81.759796 0.97 82.574646 0.93 4 30 raw 100000
148 2 10 5 0.00185 7.40458 0.6 7.3623295 0.9 1 2 filtered 100000
149 2 10 10 0.0068 8.384847 0.9 8.423417 1 1 2 filtered 100000
150 2 10 50 0.00229 8.260583 0.5 8.36007 0.7 0 1 raw 100000
147 5 10 1 0.00474 2.3332703 0.8 2.3918004 0.7 1 2 raw 100000
136 5 100 5 0.00437 69.25558 0.96 69.20444 0.97 5 34 raw 100000
134 4 100 0.5 0.00503 19.944586 0.96 19.945147 0.94 5 104 filtered 100000
147 5 10 1 0.00474 2.3730013 0.7 2.3959465 0.9 1 3 filtered 100000
150 2 10 50 0.00229 8.837284 0.5 8.840189 0.6 1 1 filtered 100000
148 3 10 5 0.00405 6.968883 0.5 6.951433 0.7 1 2 raw 100000
138 3 100 50 0.00432 85.22027 0.97 86.14957 0.97 2 19 raw 100000
149 3 10 10 0.00129 8.026215 0.4 8.166894 0.6 2 2 raw 100000
148 3 10 5 0.00405 7.298265 0.6 7.316394 0.8 1 2 filtered 100000
135 5 100 1 0.00483 26.844353 0.96 26.986357 0.95 5 74 raw 100000
72 3 500 50 0.01149 499.97495 0.996 499.95493 0.974 13 375 filtered 100000
71 3 500 10 0.01037 484.8762 0.986 484.89603 0.99 19 529 filtered 100000
149 3 10 10 0.00129 8.532517 0.7 8.560026 0.6 0 2 filtered 100000
24 2 500 50 0.10835 470.8117 0.998 464.7816 1 36 494 filtered 100000
150 3 10 50 0.00399 8.340701 0.9 8.183349 0.9 1 1 raw 100000
68 2 500 0.5 0.01045 102.69673 0.994 102.66437 0.988 23 1505 filtered 100000
150 3 10 50 0.00399 8.710506 1 8.728064 0.9 0 1 filtered 100000
148 4 10 5 0.00468 6.959856 0.7 7.06265 0.8 2 2 raw 100000
137 5 100 10 0.00399 96.9956 0.94 96.99657 0.9 5 29 filtered 100000
149 4 10 10 0.0028 8.103058 0.7 8.030352 0.9 1 2 raw 100000
148 4 10 5 0.00468 7.35068 0.8 7.36856 0.8 1 2 filtered 100000
136 5 100 5 0.00437 85.58164 0.91 85.49122 0.96 5 29 filtered 100000
149 4 10 10 0.0028 8.57502 0.8 8.503635 0.8 1 2 filtered 100000
109 5 100 0.1 0.00524 3.2979643 0.92 3.2911704 0.89 8 314 filtered 100000
120 1 500 50 0.00541 499.995 0.982 499.99997 0.968 15 399 filtered 100000
150 4 10 50 0.00457 8.235108 0.5 8.382865 0.7 0 1 raw 100000
148 5 10 5 0.00492 6.9482656 0.8 6.9437594 0.8 1 2 raw 100000
135 5 100 1 0.00483 36.103706 0.96 36.024956 0.97 5 68 filtered 100000
138 3 100 50 0.00432 99.99998 0.95 99.95421 0.97 3 19 filtered 100000
148 5 10 5 0.00492 7.3045573 0.8 7.237183 0.8 1 2 filtered 100000
149 5 10 10 0.00453 8.002132 0.7 8.077806 0.7 1 2 raw 100000
150 4 10 50 0.00457 8.738725 0.7 8.746537 0.7 1 1 filtered 100000
149 5 10 10 0.00453 8.520221 0.8 8.475113 0.7 1 2 filtered 100000
152 1 50 0.5 0.00279 6.697964 0.82 6.6711683 0.9 5 9 raw 100000
150 5 10 50 0.00478 8.311649 0.7 8.283379 0.7 1 1 raw 100000
152 1 50 0.5 0.00279 9.292242 0.8 9.282018 0.92 2 9 filtered 100000
151 1 50 0.1 0.00459 0.9132743 0.82 0.91194767 0.74 7 240 raw 100000
150 5 10 50 0.00478 8.617155 0.9 8.776523 0.7 1 1 filtered 100000
134 5 100 0.5 0.00411 14.210853 0.93 14.238972 0.94 5 110 raw 100000
154 1 50 5 0.00306 35.251854 0.94 35.381256 0.92 2 14 raw 100000
91 1 500 0.1 0.00703 22.091955 0.97 22.044905 0.976 34 2626 filtered 100000
153 1 50 1 0.00336 13.39626 0.88 13.372075 0.92 4 50 raw 100000
155 1 50 10 0.00344 41.413754 0.94 40.94402 0.92 2 9 raw 100000
154 1 50 5 0.00306 42.566204 0.92 42.60439 0.94 3 12 filtered 100000
152 2 50 0.5 0.0035 6.707556 0.88 6.6825914 0.94 2 9 raw 100000
116 1 500 0.5 0.00578 103.22295 0.962 103.22805 0.976 20 1174 filtered 100000
155 1 50 10 0.00344 48.426247 0.92 48.434166 0.92 2 8 filtered 100000
153 1 50 1 0.00336 17.52375 0.88 17.539324 0.9 5 47 filtered 100000
156 1 50 50 0.00446 42.5329 0.94 42.92444 0.94 2 10 raw 100000
92 2 500 0.5 0.00725 69.861435 0.988 70.03933 0.98 21 1601 raw 100000
152 2 50 0.5 0.0035 9.252272 0.8 9.293183 0.9 2 10 filtered 100000
138 4 100 50 0.00455 85.07968 0.97 85.72745 0.97 3 23 raw 100000
48 4 500 50 0.02122 390.548 0.996 393.69788 0.996 15 447 raw 100000
134 5 100 0.5 0.00411 20.065842 0.93 20.07453 0.94 5 101 filtered 100000
133 2 100 0.1 0.00462 3.3133862 0.85 3.3036985 0.89 10 506 filtered 100000
156 1 50 50 0.00446 49.8896 0.92 49.89849 0.96 2 11 filtered 100000
154 2 50 5 0.00307 35.319706 0.94 35.01708 0.86 5 15 raw 100000
69 3 500 1 0.01175 122.41761 0.988 122.31256 0.99 20 1100 raw 100000
151 1 50 0.1 0.00459 1.2545617 0.74 1.2505463 0.9 7 244 filtered 100000
152 3 50 0.5 0.0031 6.746797 0.92 6.7073293 0.86 2 10 raw 100000
155 2 50 10 0.00268 41.745346 0.84 41.43408 0.84 3 8 raw 100000
94 2 500 5 0.00689 427.859 0.984 427.87988 0.98 22 890 filtered 100000
153 2 50 1 0.00469 13.379611 0.9 13.36018 0.98 4 50 raw 100000
154 2 50 5 0.00307 42.68769 0.94 42.681503 0.86 2 12 filtered 100000
159 1 100 1 0.00362 26.972357 0.98 26.943493 0.89 6 55 raw 100000
138 4 100 50 0.00455 99.97807 0.96 99.96615 0.97 3 19 filtered 100000
152 3 50 0.5 0.0031 9.268593 1 9.2674 0.88 3 9 filtered 100000
155 2 50 10 0.00268 48.449905 0.86 48.45254 0.86 3 8 filtered 100000
43 3 500 0.1 0.02137 12.802619 0.998 12.756049 0.994 21 1674 raw 100000
23 5 500 10 0.10342 347.60788 0.998 336.70633 1 22 621 raw 100000
156 2 50 50 0.00349 43.445663 0.96 42.814064 0.88 2 11 raw 100000
153 2 50 1 0.00469 17.538351 0.9 17.50049 0.96 3 48 filtered 100000
157 1 100 0.1 0.00357 2.1521518 0.73 2.1462212 0.81 7 301 raw 100000
159 1 100 1 0.00362 36.033314 0.97 36.09573 0.91 4 51 filtered 100000
154 3 50 5 0.00423 35.17745 0.92 35.141956 0.88 3 13 raw 100000
152 4 50 0.5 0.0045 6.687315 0.96 6.7345004 0.96 2 9 raw 100000
156 2 50 50 0.00349 49.969303 0.94 49.906414 0.88 3 10 filtered 100000
158 1 100 0.5 0.00442 14.251903 0.92 14.160035 0.97 8 327 raw 100000
161 1 100 10 0.00435 81.80193 0.98 82.31741 0.95 9 17 raw 100000
160 1 100 5 0.00434 69.968376 0.96 69.59402 0.97 4 46 raw 100000
154 3 50 5 0.00423 42.62365 0.86 42.634865 0.84 3 13 filtered 100000
152 4 50 0.5 0.0045 9.237168 0.94 9.22004 0.98 3 9 filtered 100000
70 4 500 5 0.00993 321.1286 0.992 323.65024 0.99 19 493 raw 100000
155 3 50 10 0.00481 41.543167 0.94 41.00995 0.94 3 9 raw 100000
153 3 50 1 0.00339 13.445225 0.84 13.382991 0.88 4 50 raw 100000
22 4 500 5 0.1066 390.54413 1 390.1002 1 27 943 filtered 100000
138 5 100 50 0.00526 84.82537 0.96 85.43563 0.99 3 19 raw 100000
155 3 50 10 0.00481 48.351105 0.96 48.3956 0.92 2 8 filtered 100000
161 1 100 10 0.00435 96.97881 0.98 97.00602 0.96 4 16 filtered 100000
151 2 50 0.1 0.00339 0.917692 0.52 0.8962903 0.64 8 240 raw 100000
156 3 50 50 0.00346 43.376385 0.82 42.721 0.92 3 10 raw 100000
160 1 100 5 0.00434 85.57235 0.96 85.59483 0.93 4 38 filtered 100000
152 5 50 0.5 0.00445 6.7478423 0.9 6.7717423 0.88 2 9 raw 100000
153 3 50 1 0.00339 17.571783 0.86 17.551418 0.88 4 48 filtered 100000
154 4 50 5 0.00369 34.946133 0.94 35.229786 0.88 3 13 raw 100000
162 1 100 50 0.00393 86.53629 0.94 86.12037 0.9 4 22 raw 100000
159 2 100 1 0.00368 27.042498 0.95 27.095322 0.92 5 55 raw 100000
152 5 50 0.5 0.00445 9.250596 0.92 9.261719 0.86 2 9 filtered 100000
142 1 500 5 0.00485 330.9214 0.98 331.01685 0.974 23 832 raw 100000
156 3 50 50 0.00346 49.95047 0.86 49.93564 0.88 3 10 filtered 100000
154 4 50 5 0.00369 42.61335 0.92 42.65975 0.88 4 12 filtered 100000
138 5 100 50 0.00526 99.96409 0.97 99.98904 0.97 2 20 filtered 100000
47 3 500 10 0.02037 376.228 0.994 379.2848 0.996 32 1334 raw 100000
157 1 100 0.1 0.00357 3.3272226 0.86 3.3283615 0.83 7 304 filtered 100000
155 4 50 10 0.00313 40.99581 0.96 41.58568 0.9 3 9 raw 100000
153 4 50 1 0.0042 13.2242 0.88 13.27499 0.96 4 50 raw 100000
159 2 100 1 0.00368 36.112854 0.95 36.084404 0.93 5 50 filtered 100000
140 1 500 0.5 0.00431 70.65729 0.952 70.69665 0.98 22 1143 raw 100000
162 1 100 50 0.00393 99.99999 0.91 99.99898 0.9 3 22 filtered 100000
154 5 50 5 0.00394 35.07042 0.9 35.258823 0.96 3 13 raw 100000
158 1 100 0.5 0.00442 20.003635 0.94 20.04465 0.94 9 317 filtered 100000
161 2 100 10 0.00305 82.646225 0.91 83.12824 0.9 4 16 raw 100000
155 4 50 10 0.00313 48.381554 0.96 48.39036 0.9 3 8 filtered 100000
156 4 50 50 0.00387 43.150166 0.96 42.68532 0.88 2 11 raw 100000
133 3 100 0.1 0.0039 2.1431937 0.76 2.1331518 0.78 10 511 raw 100000
151 2 50 0.1 0.00339 1.2469546 0.66 1.2545929 0.76 8 243 filtered 100000
